RealGM ID,Season,Name,Position 1,Position 2,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,Height,Weight,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement
88876,2021-22,Paul Scruggs,SG,,Xavier,Big East,20,13,8.34,4,"Mar 9, 1998",24.31,77,200,34,33,33,1046,15.0,.513,.475,.317,.373,406,2.4,12.4,7.5,24.5,2.8,1.7,20.5,22.9,0.9,1.6,2.5,.096,1.2,2.4,3.6,1.38,97.9,100.0,0.313,-0.73,5.2,12.2,.426,4.0,8.3,.482,1.2,3.9,.307,3.1,4.6,.689,5.3,5.1,1.9,0.7,3.7,3.0,14.7,7.5,17.7,5.8,12.1,1.7,5.6,4.5,6.6,7.6,7.4,2.8,0.9,5.4,4.3,21.3,3,39.8,59.1,17.3,28.5,33.0,6.7,31.7,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109332,2021-22,Nate Johnson,SG,PG,Xavier,Big East,23,9,8.34,4,"Apr 25, 1998",24.18,76,194,308,32,31,903,13.2,.555,.526,.689,.232,286,1.1,9.2,5.2,8.1,1.6,1.5,11.4,18.7,1.3,1.0,2.4,.105,2.1,1.3,3.5,1.03,108.1,104.0,0.172,-1.32,4.7,11.8,.397,1.6,3.7,.446,3.1,8.2,.375,2.1,2.7,.774,3.7,1.7,1.1,0.6,1.7,2.3,14.6,6.8,17.1,2.4,5.3,4.4,11.8,3.1,4.0,5.3,2.5,1.6,0.8,2.4,3.3,21.1,3,13.5,50.0,66.7,17.6,40.4,73.7,68.9,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134196,2021-22,Zach Freemantle,PF,C,Xavier,Big East,18,12,8.34,3,"Oct 18, 2000",21.7,81,220,134,30,22,822,16.9,.513,.493,.169,.246,299,6.9,16.9,11.9,9.5,1.9,2.6,11.1,21.0,1.2,1.3,2.5,.121,1.9,1.5,3.4,1.03,105.4,99.7,0.209,-1.45,6.2,13.2,.471,5.6,11.0,.513,0.6,2.2,.261,2.1,3.3,.657,8.4,1.9,1.3,1.0,1.8,3.1,15.2,9.0,19.2,8.2,15.9,0.8,3.2,3.1,4.7,12.2,2.7,1.9,1.4,2.7,4.4,22.0,14,35.7,64.9,63.5,47.4,41.1,45.3,16.9,100.0,2018-19,Playaz Club,Nike 17U,9,6,14.2,12.00,4.67,7.22,.646,0.00,0.00,.000,2.67,3.67,.727,0.00,7.11,7.11,0.33,0.56,0.89,0.89,1.78,,,,,,,,,,,,,,,,,,,,,
140129,2021-22,Adam Kunkel,SG,PG,Xavier,Big East,22,12,8.34,4,"Dec 9, 1999",22.56,76,180,,34,4,783,13.0,.500,.473,.593,.194,276,0.6,10.3,5.5,14.9,2.0,0.4,10.2,21.5,1.0,0.9,1.9,.098,0.7,1.2,1.9,1.79,103.2,103.3,0.181,0.85,5.2,13.9,.374,2.5,5.7,.432,2.8,8.3,.333,2.0,2.7,.755,3.9,3.1,1.4,0.2,1.7,3.0,15.2,7.5,20.2,3.5,8.2,4.0,12.0,3.0,3.9,5.6,4.5,2.0,0.2,2.5,4.4,22.0,1,16.8,56.5,34.6,23.8,33.8,27.3,59.3,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131938,2021-22,Dwon Odom,PG,,Xavier,Big East,23,13,8.34,2,"Nov 8, 2000",21.64,74,182,60,36,9,745,15.5,.628,.591,.039,.364,232,1.9,9.0,5.5,20.2,2.6,1.9,22.7,15.9,1.2,1.0,2.2,.120,0.8,3.0,3.9,1.51,110.8,101.6,0.178,0.04,4.8,8.3,.584,4.7,7.9,.595,0.1,0.3,.333,2.4,3.0,.804,3.9,4.3,1.8,0.7,2.8,3.3,12.2,7.0,12.0,6.8,11.5,0.2,0.5,3.5,4.4,5.6,6.2,2.6,1.0,4.1,4.8,17.6,7,46.8,70.8,43.1,49.4,48.7,27.0,3.9,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104390,2021-22,Jerome Hunter,PF,,Xavier,Big East,22,13,8.34,3,"Dec 22, 1999",22.52,80,210,59,35,17,534,8.2,.419,.369,.443,.289,148,6.5,14.9,10.7,7.0,2.1,1.0,16.7,19.3,-0.2,0.8,0.6,.044,-2.8,1.0,-1.7,0.62,86.5,101.0,0.074,-3.7,3.6,11.2,.322,2.5,6.2,.410,1.0,4.9,.212,2.4,3.2,.744,7.6,1.6,1.4,0.4,2.5,4.0,10.6,5.2,16.1,3.7,9.0,1.5,7.2,3.5,4.7,10.9,2.3,2.1,0.5,3.7,5.7,15.4,6,38.3,49.1,50.0,17.4,23.1,50.0,44.3,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151305,2021-22,Cesare Edwards,PF,SF,Xavier,Big East,10,5,8.34,1,"Dec 26, 2002",19.51,81,220,122,15,0,86,16.1,.538,.560,.280,.320,27,8.0,19.5,13.9,0.0,3.4,1.2,12.2,19.3,0.1,0.2,0.2,.115,-0.5,2.2,1.7,0.0,101.5,96.1,0.031,-4.54,6.0,11.6,.520,5.1,8.4,.611,0.9,3.3,.286,1.4,3.7,.375,9.8,0.0,2.3,0.5,1.9,4.7,14.4,8.7,16.8,7.4,12.1,1.3,4.7,2.0,5.4,14.1,0.0,3.4,0.7,2.7,6.7,20.9,1,16.0,75.0,100.0,56.0,57.1,50.0,28.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148682,2021-22,Dieonte Miles,C,,Xavier,Big East,12,6,8.34,2,"Aug 23, 2001",20.85,83,231,193,18,9,157,9.9,.475,.526,.000,1.158,30,8.1,14.3,11.2,2.2,0.7,9.5,16.9,11.4,0.1,0.3,0.3,.078,-3.5,3.3,-0.2,0.33,95.9,98.9,0.026,-2.98,2.5,4.8,.526,2.5,4.8,.526,0.0,0.0,,2.0,5.6,.364,7.9,0.5,0.5,3.6,1.5,6.6,7.1,3.7,7.0,3.7,7.0,0.0,0.0,2.9,8.1,11.4,0.7,0.7,5.2,2.2,9.6,10.3,2,63.2,75.0,66.7,36.8,14.3,100.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121881,2021-22,Ben Stanley,PF,SF,Xavier,Big East,6,3,8.34,4,"Mar 12, 1998",24.3,78,235,,9,1,59,6.2,.369,.341,.273,.227,19,7.8,15.2,11.5,9.5,1.0,1.8,17.0,25.2,-0.1,0.1,0.0,-.011,-6.5,-1.3,-7.9,0.6,77.3,103.0,0.038,-5.03,4.7,14.9,.318,4.1,10.8,.375,0.7,4.1,.167,2.0,3.4,.600,8.1,2.0,0.7,0.7,3.4,2.7,12.2,6.9,21.6,5.9,15.7,1.0,5.9,2.9,4.9,11.8,2.9,1.0,1.0,4.9,3.9,17.7,1,27.3,50.0,33.3,45.5,30.0,100.0,27.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135000,2021-22,Kyky Tandy,SG,,Xavier,Big East,4,1,8.34,3,"Dec 22, 2000",21.52,74,199,89,5,0,33,-4.3,.250,.250,.667,.000,4,0.0,3.4,1.7,9.7,0.0,0.0,25.0,12.3,-0.1,0.0,-0.1,-.064,-8.0,-1.0,-9.0,1.0,53.7,110.6,0.022,-1.98,1.2,7.3,.167,0.0,2.4,.000,1.2,4.8,.250,0.0,0.0,,1.2,2.4,0.0,0.0,2.4,3.6,3.6,1.8,10.5,0.0,3.5,1.8,7.0,0.0,0.0,1.8,3.5,0.0,0.0,3.5,5.3,5.3,,16.7,0.0,0,16.7,0.0,0,66.7,100.0,2018-19,Team Thad,UAA 17U,8,8,25.4,14.62,5.25,12.62,.416,0.75,3.25,.231,3.38,4.00,.844,1.12,2.88,4.00,2.00,0.88,0.25,2.12,1.25,,,,,,,,,,,,,,,,,,,,,
129703,2021-22,Ramon Singh,SG,PG,Xavier,Big East,1,0,8.34,4,"Jun 2, 1999",23.08,76,187,,1,0,2,58.4,1.000,1.000,.000,.000,1,0.0,56.0,28.4,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,.379,8.9,7.0,15.9,0,200.0,91.0,0.029,0.0,20.0,20.0,1.000,20.0,20.0,1.000,0.0,0.0,,0.0,0.0,,20.0,0.0,0.0,0.0,0.0,0.0,40.0,28.9,28.9,28.9,28.9,0.0,0.0,0.0,0.0,28.9,0.0,0.0,0.0,0.0,0.0,57.9,0,100.0,100.0,100.0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148760,2021-22,Zak Swetye,SG,PG,Xavier,Big East,1,0,8.34,4,"Mar 16, 1999",23.29,73,187,,1,0,2,4.9,.333,.333,.333,.000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.9,0.0,0.0,0.0,-.211,-24.1,-18.4,-42.5,0,71.4,112.2,0.029,0.0,20.0,60.0,.333,20.0,40.0,.500,0.0,20.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,40.0,28.9,86.8,28.9,57.9,0.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.9,0,66.7,50.0,100.0,0.0,0,0,33.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131443,2021-22,Spencer Cody,SG,PG,Xavier,Big East,1,0,8.34,4,"Apr 22, 2000",22.19,71,185,,1,0,2,20.2,.000,.000,.000,.000,1,57.5,0.0,28.4,76.6,0.0,0.0,0.0,25.3,0.0,0.0,0.0,.045,6.8,-8.3,-1.5,1,94.7,112.2,0.029,31.27,0.0,20.0,.000,0.0,20.0,.000,0.0,0.0,,0.0,0.0,,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28.9,0.0,28.9,0.0,0.0,0.0,0.0,28.9,28.9,0.0,0.0,0.0,0.0,0.0,0,100.0,0.0,0,0.0,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128401,2021-22,Chuck Harris,SG,PG,Butler,Big East,13,18,9.16,2,,,74,190,169,31,21,894,11.0,.481,.450,.483,.219,325,0.8,10.9,5.8,13.3,1.0,0.5,13.0,25.7,0.4,0.8,1.2,.052,0.2,0.3,0.5,0.91,93.8,106.8,0.251,-2.56,5.6,14.9,.378,3.5,7.7,.453,2.1,7.2,.298,2.4,3.3,.740,3.8,2.2,0.7,0.2,2.5,3.0,15.8,8.7,22.9,5.4,11.9,3.3,11.1,3.7,5.0,5.9,3.4,1.0,0.3,3.8,4.7,24.4,0,24.9,51.8,23.3,26.7,39.3,5.7,48.3,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132197,2021-22,Bryce Golden,PF,,Butler,Big East,14,19,9.16,4,,,81,240,224,33,33,795,15.2,.583,.561,.302,.261,268,6.3,11.8,9.0,6.9,0.9,1.2,15.3,20.2,1.3,0.7,2.1,.104,1.4,0.3,1.7,0.51,108.0,106.3,0.182,-3.94,5.7,11.2,.509,4.5,7.8,.581,1.2,3.4,.343,2.1,2.9,.724,5.9,1.2,0.6,0.4,2.3,3.4,14.6,8.8,17.2,7.0,12.0,1.8,5.2,3.3,4.5,9.1,1.8,0.9,0.6,3.5,5.3,22.5,5,45.9,67.6,63.8,23.9,39.6,66.7,30.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162076,2021-22,Jayden Taylor,SG,PG,Butler,Big East,14,19,9.16,1,"Jun 1, 2003",19.08,76,190,241,33,20,803,11.9,.504,.446,.455,.402,254,2.1,12.7,7.3,9.8,1.8,1.0,13.6,20.9,0.7,0.9,1.6,.079,-0.9,1.2,0.3,0.86,99.1,104.1,0.162,-2.36,4.2,11.2,.379,2.7,6.1,.451,1.5,5.1,.294,3.4,4.5,.767,4.8,1.8,1.1,0.3,2.1,3.6,13.4,6.5,17.2,4.2,9.4,2.3,7.8,5.3,6.9,7.4,2.8,1.8,0.5,3.2,5.6,20.6,3,38.4,50.0,32.6,16.1,33.3,0.0,45.5,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88902,2021-22,Aaron Thompson,PG,,Butler,Big East,11,19,9.16,4,"Sep 5, 1998",23.82,74,190,175,30,30,958,11.7,.510,.490,.133,.374,271,0.9,8.9,4.8,25.8,2.4,1.1,22.1,17.4,0.6,1.1,1.6,.068,-1.3,2.2,0.9,1.68,96.7,104.2,0.308,0.89,4.0,8.5,.473,3.7,7.3,.506,0.3,1.1,.259,1.9,3.2,.592,3.2,4.8,1.5,0.4,2.8,3.1,10.2,6.2,13.1,5.7,11.3,0.5,1.7,2.9,4.9,4.9,7.3,2.4,0.6,4.4,4.8,15.7,0,63.1,56.2,13.9,23.6,35.4,0.0,13.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161600,2021-22,Simas Lukosius,SG,PG,Butler,Big East,14,18,9.16,1,"Aug 13, 2002",19.88,78,230,,32,4,691,11.2,.533,.463,.600,.366,213,2.6,16.4,9.4,12.1,0.9,0.3,19.6,20.1,0.5,0.7,1.2,.070,-0.5,0.5,0.0,0.78,97.9,105.2,0.143,-3.67,3.8,10.1,.377,2.1,4.1,.514,1.7,6.1,.286,3.3,3.7,.891,6.2,2.3,0.6,0.1,2.9,2.7,12.7,5.9,15.6,3.2,6.2,2.7,9.4,5.1,5.7,9.5,3.5,0.9,0.2,4.5,4.1,19.5,0,16.6,69.0,25.0,23.4,39.0,12.5,60.0,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106935,2021-22,Bryce Nze,SF,,Butler,Big East,9,16,9.16,4,"Mar 2, 1998",24.33,79,230,,25,25,724,15.6,.508,.505,.290,.323,229,9.1,18.3,13.6,11.9,1.9,2.7,15.4,19.1,0.8,1.0,1.8,.102,1.1,2.1,3.2,0.97,102.1,100.8,0.219,-1.96,4.8,10.3,.462,3.9,7.3,.530,0.9,3.0,.296,1.7,3.3,.500,9.0,2.1,1.2,0.9,2.2,3.8,12.0,7.3,15.8,6.0,11.2,1.4,4.6,2.6,5.1,13.9,3.2,1.9,1.4,3.3,5.8,18.5,10,60.8,58.4,45.5,10.2,21.1,0.0,29.0,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122218,2021-22,Bo Hodges,SG,PG,Butler,Big East,5,12,9.16,4,"Jul 26, 1998",23.93,77,210,,17,13,484,16.7,.480,.459,.373,.253,172,9.4,20.3,14.8,10.1,2.4,2.4,12.8,22.8,0.5,0.8,1.2,.103,2.3,2.4,4.7,0.81,99.1,99.1,0.215,-2.59,5.2,13.1,.399,3.6,8.2,.444,1.6,4.9,.322,2.1,3.3,.625,9.8,1.7,1.6,0.8,2.1,3.3,14.0,8.0,20.1,5.6,12.6,2.4,7.5,3.2,5.1,15.0,2.7,2.4,1.3,3.3,5.1,21.6,4,43.0,50.0,26.5,19.6,32.3,20.0,37.3,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88724,2021-22,Jair Bolden,PG,,Butler,Big East,12,12,9.16,4,,,75,215,315,24,12,443,13.1,.499,.463,.713,.160,145,1.3,9.2,5.2,9.2,1.5,1.6,7.5,21.4,0.6,0.4,1.0,.090,1.3,0.1,1.5,1.38,103.9,105.9,0.132,-0.24,4.7,13.5,.347,1.5,3.9,.395,3.2,9.7,.327,2.0,2.2,.917,3.4,1.6,1.0,0.5,1.2,2.1,14.5,7.2,20.9,2.4,6.0,4.9,14.9,3.1,3.3,5.3,2.5,1.5,0.8,1.8,3.2,22.4,0,5.3,62.5,60.0,23.3,34.3,25.0,71.3,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107087,2021-22,Ty Groce,PF,,Butler,Big East,10,13,9.16,4,,,80,215,,23,7,314,13.1,.525,.521,.563,.324,85,6.1,15.3,10.6,8.3,2.2,2.2,14.6,16.6,0.3,0.4,0.8,.096,-0.4,1.9,1.5,0.86,103.0,101.5,0.086,-2.03,3.9,9.0,.437,2.4,3.9,.613,1.5,5.1,.300,1.5,2.9,.522,7.0,1.5,1.4,0.8,1.8,4.5,11.0,6.1,13.9,3.7,6.1,2.4,7.8,2.4,4.5,10.8,2.4,2.2,1.2,2.7,6.9,16.9,4,28.2,80.0,43.8,15.5,27.3,0.0,56.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134143,2021-22,Myles Wilmoth,PF,SF,Butler,Big East,11,10,9.16,2,,,81,220,379,22,0,179,9.6,.501,.500,.567,.067,35,8.0,11.7,9.8,6.8,0.0,3.2,13.9,10.9,0.2,0.1,0.3,.069,0.9,1.4,2.3,1.2,106.9,107.4,0.039,-0.59,2.7,6.7,.400,1.3,2.9,.462,1.3,3.8,.353,0.2,0.4,.500,6.5,1.3,0.0,1.1,1.1,2.5,6.9,4.1,10.3,2.1,4.5,2.1,5.9,0.3,0.7,10.0,2.1,0.0,1.7,1.7,3.8,10.7,4,40.0,50.0,66.7,3.3,0.0,0,56.7,100.0,2018-19,The City Rocks,Nike 17U,5,0,4.2,1.00,0.20,1.20,.167,0.20,1.00,.200,0.40,1.00,.400,0.00,0.20,0.20,0.20,0.00,0.00,0.20,0.60,,,,,,,,,,,,,,,,,,,,,
132949,2021-22,D.J. Hughes,PF,,Butler,Big East,8,11,9.16,1,,,78,230,,19,0,146,11.4,.533,.643,.000,.857,27,13.1,11.8,12.4,2.7,1.3,1.6,13.2,8.5,0.2,0.1,0.3,.091,-1.2,0.8,-0.4,0.67,117.5,105.3,0.025,-1.22,2.5,3.8,.643,2.5,3.8,.643,0.0,0.0,,0.8,3.3,.250,8.2,0.5,0.8,0.5,0.8,3.6,5.8,3.8,5.9,3.8,5.9,0.0,0.0,1.3,5.1,12.7,0.8,1.3,0.8,1.3,5.5,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136526,2021-22,Myles Tate,SG,PG,Butler,Big East,3,6,9.16,2,,,72,165,176,9,0,38,9.8,.400,.250,.357,.714,16,3.1,19.4,11.2,21.8,6.5,3.1,27.2,36.9,-0.1,0.1,0.0,-.026,-6.5,4.8,-1.7,0.57,72.2,89.7,0.036,-12.19,3.2,14.7,.214,2.1,9.5,.222,1.1,5.3,.200,8.4,10.5,.800,7.4,4.2,4.2,1.1,7.4,5.3,15.8,4.9,22.7,3.2,14.6,1.6,8.1,13.0,16.2,11.3,6.5,6.5,1.6,11.3,8.1,24.3,0,14.3,50.0,0.0,50.0,14.3,0.0,35.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76406,2021-22,Christian David,PF,SF,Butler,Big East,7,5,9.16,4,"Jun 19, 1998",24.03,78,220,195,12,0,115,6.4,.500,.500,.429,.000,15,7.3,11.8,9.5,0.0,1.1,2.0,22.2,8.5,0.0,0.1,0.1,.044,-5.0,0.5,-4.5,0.0,92.7,105.6,0.022,-3.8,2.1,4.9,.429,1.4,2.8,.500,0.7,2.1,.333,0.0,0.0,,6.3,0.0,0.7,0.7,1.4,3.1,4.9,3.2,7.5,2.1,4.3,1.1,3.2,0.0,0.0,9.6,0.0,1.1,1.1,2.1,4.8,7.5,0,57.1,50.0,50.0,0.0,0,0,42.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,2015,NIKE Global Challenge,8,16:30,6.4,2.4,5.2,.452,0.6,2.5,.250,1.0,1.5,.667,2.1,0.4,1.0,0.3,1.2,1.8,7th
132495,2021-22,John-Michael Mulloy,C,,Butler,Big East,5,7,9.16,3,,,82,230,309,12,0,76,4.3,.588,.333,.000,2.667,9,6.3,17.8,12.0,0.0,1.6,1.5,37.0,7.7,0.0,0.1,0.1,.057,-5.0,3.1,-1.9,0.0,92.3,101.7,0.004,-5.51,0.5,1.6,.333,0.5,1.6,.333,0.0,0.0,,3.2,4.2,.750,7.9,0.0,1.1,0.5,2.1,8.4,4.2,0.8,2.4,0.8,2.4,0.0,0.0,4.9,6.5,12.2,0.0,1.6,0.8,3.2,13.0,6.5,0,66.7,50.0,100.0,33.3,0.0,0,0.0,0,2018-19,Spiece Indy Heat,Nike 17U,10,6,10.4,6.50,1.30,3.10,.419,1.20,1.80,.667,2.70,3.50,.771,0.00,5.20,5.20,1.80,0.50,0.30,1.50,2.60,,,,,,,,,,,,,,,,,,,,,
151745,2021-22,Mike Parker,PF,SF,Butler,Big East,3,6,9.16,3,,,78,210,,9,0,15,24.8,.619,.000,.500,3.000,7,15.9,8.2,12.1,0.0,0.0,0.0,0.0,17.6,0.1,0.0,0.1,.252,5.9,-1.7,4.2,0,160.4,110.8,0.0,0.0,0.0,5.3,.000,0.0,2.7,.000,0.0,2.7,.000,16.0,16.0,1.000,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.2,0.0,4.1,0.0,4.1,24.6,24.6,12.3,0.0,0.0,0.0,0.0,0.0,24.6,0,50.0,0.0,0,0.0,0,0,50.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133189,2021-22,Andre Jackson,SF,SG,UConn,Big East,23,10,6.88,2,"Nov 13, 2001",20.63,78,205,,,,,,,,53,33,32,962,14.4,.524,.486,.333,.344,259,5.1,20.9,13.0,18.5,2.4,2.2,23.7,14.4,1.1,2.0,3.1,.128,1.2,4.4,5.5,1.55,104.6,93.8,0.205,0.21,3.2,7.6,.426,2.3,5.1,.459,0.9,2.5,.361,1.9,2.6,.714,9.4,4.2,1.6,0.8,2.7,3.4,9.3,4.9,11.4,3.5,7.6,1.4,3.8,2.8,3.9,14.0,6.3,2.4,1.2,4.1,5.1,13.9,15,39.9,56.2,51.2,26.8,30.6,26.7,33.3,72.7,2018-19,The City Rocks,Nike 17U,9,2,5.9,2.89,1.11,1.89,.588,0.11,0.22,.500,0.56,1.56,.357,0.00,2.22,2.22,0.56,0.33,0.11,0.67,0.56,2018,Albert Schweitzer Tournament,7,27:13,7.9,2.3,6.9,.333,0.1,0.4,.333,3.1,5.4,.579,7.9,3.3,2.0,0.6,2.0,1.7,7th
121882,2021-22,R.J. Cole,SG,PG,UConn,Big East,23,10,6.88,4,"Aug 24, 1999",22.85,73,185,400,33,33,1105,19.6,.536,.484,.407,.297,516,2.3,9.0,5.7,24.9,1.9,0.2,11.4,24.8,3.5,1.5,5.1,.184,4.8,1.7,6.5,2.16,117.8,101.2,0.356,2.57,6.4,15.5,.415,4.3,9.2,.466,2.1,6.3,.339,3.9,4.6,.858,4.1,4.9,1.3,0.1,2.3,2.7,18.9,9.6,23.1,6.4,13.7,3.2,9.4,5.9,6.9,6.1,7.4,1.9,0.1,3.4,4.1,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137251,2021-22,Adama Sanogo,PF,,UConn,Big East,21,8,6.88,2,"Feb 12, 2002",20.38,81,245,85,29,28,848,24.5,.530,.504,.003,.287,406,13.8,19.8,16.8,7.7,1.8,6.8,14.4,27.7,1.9,1.9,3.8,.178,2.8,2.1,4.8,0.43,107.5,92.9,0.265,-5.88,8.4,16.7,.504,8.4,16.7,.506,0.0,0.0,.000,3.3,4.8,.686,12.1,1.4,1.2,2.6,3.2,4.0,20.2,12.6,25.1,12.6,25.0,0.0,0.1,4.9,7.2,18.1,2.0,1.8,3.9,4.8,6.0,30.2,29,47.6,63.9,55.6,52.1,38.4,50.7,0.3,0,,,,,,,,,,,,,,,,,,,,,,,,,2018,U17 World Cup,4,18:01,6.0,2.5,6.8,.370,0.2,0.8,.333,0.8,0.8,1.000,7.0,0.8,0.3,1.0,1.8,2.8,12th
120264,2021-22,Tyrese Martin,SG,SF,UConn,Big East,20,9,6.88,4,"Mar 7, 1999",23.32,78,215,220,29,29,930,19.5,.540,.516,.312,.280,377,8.2,17.9,13.0,12.1,1.5,1.6,12.7,22.3,2.3,1.6,3.9,.168,4.9,1.8,6.7,1.06,113.7,97.6,0.256,-1.73,6.2,13.8,.449,4.3,9.5,.457,1.8,4.3,.430,2.7,3.9,.689,9.4,2.4,1.0,0.6,2.3,2.6,16.9,9.3,20.7,6.5,14.2,2.8,6.4,4.0,5.8,14.0,3.6,1.5,0.9,3.4,3.9,25.3,8,39.3,56.3,33.8,29.6,31.6,20.0,31.2,90.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104937,2021-22,Tyler Polley,PF,SF,UConn,Big East,23,10,6.88,4,"Apr 7, 1999",23.23,81,215,168,33,1,668,14.9,.552,.497,.719,.291,222,5.0,4.0,4.5,3.6,1.3,1.4,5.0,17.8,1.9,0.7,2.6,.157,3.4,0.8,4.2,1.08,127.2,104.2,0.099,-0.51,4.4,11.9,.372,1.4,3.4,.429,3.0,8.6,.350,3.1,3.5,.897,3.2,0.8,0.8,0.5,0.7,2.9,15.0,6.6,17.8,2.2,5.0,4.5,12.8,4.7,5.2,4.8,1.2,1.3,0.8,1.1,4.3,22.4,4,14.6,55.2,31.2,13.6,29.6,12.5,71.9,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121501,2021-22,Isaiah Whaley,PF,SF,UConn,Big East,23,9,6.88,4,"Mar 26, 1998",24.27,81,225,,32,31,912,17.1,.579,.553,.293,.266,246,8.6,10.0,9.3,7.0,1.6,8.2,15.9,13.7,1.7,1.7,3.3,.146,2.8,4.3,7.1,0.88,117.1,96.7,0.153,-1.88,4.2,8.2,.511,3.5,5.8,.602,0.7,2.4,.291,1.6,2.2,.740,6.7,1.5,1.1,3.1,1.8,3.7,10.7,6.3,12.3,5.2,8.7,1.0,3.6,2.4,3.3,10.0,2.3,1.6,4.7,2.6,5.5,16.1,11,44.1,69.9,60.3,26.6,44.0,68.2,29.3,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
