,Unnamed: 0,Unnamed: 0.1,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss.1,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Box Score Creation,Rim Shot Creation,Helio Score,Athleticism Score,Passing Score,Rebounding Score,Shooting Score,Finishing Score,Defense Score,Shot Creation Score,College Productivity Score,Overall Score
62,74,36,131930,2021-22,Dexter Dennis,SG,SF,Shooter,77,210.0,Wichita State,AAC,15.0,12.0,6.0,3.0,"Feb 9, 1999",23.39,,27,27,841,12.3,0.487,0.439,0.578,0.299,230.0,5.2,12.9,9.0,10.1,1.7,3.2,2.220408163265306,14.0,0.123,16.3,22.024,0.8,1.3,2.1,0.102,0.4,2.1,2.5,1.11,103.0,99.6,0.179,-1.2,3.4,9.7,0.353,1.8,4.1,0.43,1.7,5.6,0.297,0.234,0.3923794285714285,2.3,2.9,0.787,6.4,2.0,1.1,1.1,1.8,2.8,10.8,5.0,14.3,2.6,6.0,2.5,8.3,3.4,4.3,9.4,2.9,1.7,1.7,2.7,4.1,15.9,14.3,7.0,14.01,2.3889852,0.0083234244946492,2.4384360000000003,24.5,47.9,30.4,17.3,29.4,10.0,58.2,91.2,62.2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.339,42.616,0.2005346437933058,0.8034188034188035,0.4628099173553719,0.5206611570247934,0.35294117647058826,0.13445378151260504,0.7520661157024794,0.3949579831932773,0.19008264462809918,45.1
63,75,100,132346,2021-22,Luis Rodriguez,SG,SF,Connector,78,210.0,Ole Miss,SEC,13.0,19.0,7.25,3.0,"Mar 15, 1999",23.3,195.0,32,23,862,12.7,0.457,0.429,0.5,0.265,237.0,7.2,17.7,12.3,12.7,2.9,1.1,1.5950000000000002,14.2,0.116,16.3,22.459,0.6,1.3,2.0,0.091,0.3,2.2,2.5,1.53,99.3,99.9,0.164,0.08,3.3,9.5,0.353,1.9,4.7,0.402,1.4,4.7,0.304,0.228,0.3781094527363184,1.6,2.5,0.648,8.2,2.7,1.9,0.4,1.8,3.9,9.7,5.0,14.1,2.8,7.1,2.1,7.1,2.4,3.7,12.3,4.0,2.9,0.6,2.6,5.7,14.5,14.1,17.0,27.32,6.3535392,0.019721577726218,3.279096,30.4,54.8,23.5,19.6,17.5,42.9,50.0,90.3,60.7024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.582,51.14,0.2985765024785791,0.8162393162393162,0.7272727272727273,0.7024793388429752,0.226890756302521,0.3319327731092437,0.5826446280991735,0.20168067226890757,0.25206611570247933,48.0
64,89,8,107542,2021-22,Joey Baker,SF,SG,Shooter,79,205.0,Duke,ACC,29.0,5.0,7.26,4.0,"Sep 13, 2000",21.79,33.0,34,0,406,13.6,0.585,0.559,0.627,0.229,133.0,2.7,7.9,5.5,5.6,1.9,0.2,0.3619047619047619,12.1,0.108,18.6,24.172,0.8,0.4,1.2,0.121,0.8,0.8,1.6,0.78,113.5,104.5,0.065,-2.16,5.0,11.6,0.432,2.1,4.3,0.477,3.0,7.3,0.405,0.329,0.4921220930232559,2.1,2.7,0.778,3.9,1.4,1.3,0.1,1.8,4.0,15.1,7.4,17.1,3.0,6.4,4.3,10.7,3.0,3.9,5.8,2.0,1.9,0.1,2.6,5.9,22.1,17.1,1.0,4.01,0.6800959999999999,0.0024630541871921,2.90016,21.2,60.0,20.0,16.1,31.6,16.7,62.7,96.7,67.55960000000002,2018-19,Team Felton,UAA 17U,8.0,7.0,22.4,10.88,3.88,10.25,0.378,1.5,3.75,0.4,1.62,1.75,0.929,0.88,3.38,4.25,0.75,0.25,0.5,3.0,2.62,,,,,,,,,,,,,,,,,,,,,,1.757,56.136,0.8151507268998861,0.20512820512820512,0.30578512396694213,0.18181818181818182,0.6638655462184874,0.3697478991596639,0.09090909090909091,0.22268907563025211,0.371900826446281,30.099999999999998
65,98,32,135489,2021-22,Dre Davis,SG,SF,Slasher,78,212.0,Louisville,ACC,11.0,19.0,7.01,2.0,,,117.0,30,23,600,13.8,0.493,0.455,0.266,0.276,220.0,7.5,9.5,8.5,8.8,1.7,2.8,2.1155555555555554,15.4,0.137,22.9,29.258,0.5,0.6,1.1,0.07,-0.3,1.0,0.7,0.61,97.0,105.4,0.148,-4.06,5.7,13.3,0.427,4.9,9.7,0.507,0.7,3.5,0.208,0.131,0.2334514767932489,2.7,3.7,0.745,6.1,1.7,1.1,1.0,2.7,4.1,14.8,8.4,19.6,7.3,14.4,1.1,5.2,4.0,5.4,9.0,2.5,1.7,1.5,4.0,6.1,21.9,19.6,11.0,12.14,3.59904868,0.0183333333333333,5.8106552,45.4,55.7,34.7,28.9,42.9,4.2,25.8,90.0,40.1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.968,53.095,,0.782051282051282,0.23140495867768596,0.4669421487603306,0.5294117647058824,0.5882352941176471,0.4834710743801653,0.5798319327731093,0.0743801652892562,46.7
66,102,120,117446,2021-22,Noah Williams,SG,SF,Primary,77,187.0,Washington State,Pac-12,22.0,13.0,5.97,3.0,"Feb 28, 2001",21.33,305.0,35,25,900,11.6,0.427,0.373,0.308,0.347,343.0,3.9,9.8,6.8,17.5,2.6,1.1,1.545945945945946,13.9,0.118,25.1,35.661,0.4,1.5,1.9,0.083,-1.8,2.2,0.4,1.22,93.5,98.4,0.218,-1.32,4.9,14.8,0.332,3.7,10.3,0.364,1.2,4.6,0.262,0.171,0.2831438596491228,3.7,5.2,0.716,4.9,3.4,1.7,0.4,2.8,4.0,14.8,7.3,22.0,5.5,15.2,1.8,6.8,5.5,7.6,7.3,5.1,2.6,0.6,4.2,5.9,21.9,22.0,2.0,1.78,0.52823992,0.0022222222222222,6.528807999999999,33.8,43.4,12.2,35.3,29.7,22.9,30.8,85.2,38.4489,2018-19,Seattle Rotary,Nike 17U,10.0,8.0,15.8,10.7,3.1,7.0,0.443,0.3,0.9,0.333,4.2,5.7,0.737,0.0,4.2,4.2,3.4,1.3,0.4,1.5,2.2,,,,,,,,,,,,,,,,,,,,,,3.206,47.446,1.3316222401970386,0.7564102564102564,0.5619834710743802,0.359504132231405,0.15966386554621848,0.18487394957983194,0.6694214876033058,0.6638655462184874,0.05785123966942149,42.699999999999996
67,108,12,117537,2021-22,Emoni Bates,SG,SF,Primary,80,200.0,Memphis,AAC,10.0,8.0,7.86,1.0,"Jan 28, 2004",18.42,5.0,18,13,422,10.3,0.495,0.467,0.497,0.314,160.0,4.2,11.0,7.8,10.2,1.3,1.7,1.4733333333333332,19.3,0.169,24.7,33.201,0.1,0.6,0.7,0.067,-0.1,-0.3,-0.4,0.55,93.3,102.0,0.169,-6.04,5.6,14.5,0.386,3.2,7.3,0.442,2.4,7.2,0.329,0.246,0.3959152542372881,2.9,4.5,0.646,5.6,2.2,0.9,0.6,4.0,3.1,16.5,7.9,20.4,4.5,10.3,3.3,10.1,4.1,6.4,7.9,3.1,1.3,0.8,5.6,4.4,23.2,20.4,5.0,13.18,1.7814088,0.0118483412322274,2.757264,24.8,57.9,45.5,25.5,30.8,8.3,49.7,56.0,41.2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,47.81,3.325356264355254,0.5470085470085471,0.2231404958677686,0.4256198347107438,0.3865546218487395,0.35294117647058826,0.47107438016528924,0.7899159663865546,0.09090909090909091,41.099999999999994
68,110,5,107979,2021-22,Bryan Antoine,SG,SF,Shooter,77,180.0,Villanova,Big East,17.0,3.0,10.29,3.0,"Apr 26, 2000",22.18,17.0,20,0,200,4.6,0.33,0.298,0.69,0.095,32.0,1.8,11.7,6.8,8.1,1.6,0.6,0.8727272727272726,4.4,0.036,12.5,16.584,0.0,0.3,0.2,0.047,-3.1,2.4,-0.7,4.5,87.9,102.2,0.038,2.14,2.0,8.4,0.238,1.0,2.6,0.385,1.0,5.8,0.172,0.145,0.2753596287703015,0.8,0.8,1.0,4.6,1.8,1.0,0.2,0.4,3.6,5.8,3.1,13.2,1.6,4.1,1.6,9.1,1.3,1.3,7.2,2.8,1.6,0.3,0.6,5.7,9.1,13.2,1.0,14.26,1.19071,0.005,1.1021999999999998,16.7,57.1,50.0,14.3,16.7,0.0,69.0,100.0,77.35,2018-19,Team Rio,UAA 17U,8.0,8.0,26.0,15.88,5.0,11.62,0.43,2.12,5.25,0.405,3.75,4.5,0.833,0.62,4.62,5.25,2.25,1.62,0.62,1.88,3.25,,,,,,,,,,,,,,,,,,,,,,0.157,43.118,0.0541933088110025,0.05555555555555555,0.7851239669421488,0.359504132231405,0.19327731092436976,0.24789915966386555,0.33884297520661155,0.16806722689075632,0.2727272727272727,30.3
69,14,3,121523,2021-22,Akok Akok,SF,,Slasher,82,205.0,UConn,Big East,17.0,6.0,6.88,3.0,"Oct 23, 1999",22.69,92.0,23,7,319,17.9,0.552,0.579,0.444,0.286,77.0,8.7,16.7,12.7,4.5,0.9,8.3,1.623913043478261,4.0,0.039,11.6,15.204,0.7,0.6,1.3,0.164,3.5,3.2,6.7,2.67,129.6,95.5,0.06,0.73,3.8,7.9,0.476,2.1,4.4,0.486,1.6,3.5,0.464,0.333,0.4537797356828194,0.8,2.3,0.333,9.2,1.0,0.6,3.1,0.4,2.6,9.9,5.6,11.8,3.2,6.6,2.4,5.3,1.1,3.4,13.7,1.5,0.9,4.7,0.6,3.9,14.8,11.8,8.0,28.6,3.3904728,0.0250783699059561,1.3988664,44.4,53.6,73.3,11.1,28.6,50.0,44.4,100.0,82.4952,2018-19 *,PSA Cardinals,All Leagues,6.0,5.0,11.2,8.67,3.0,8.5,0.353,1.0,4.67,0.214,1.33,1.83,0.727,0.33,2.67,3.0,1.0,0.0,3.0,0.5,0.33,,,,,,,,,,,,,,,,,,,,,,0.256,38.12,0.103276529307863,0.3504273504273504,0.6611570247933884,0.731404958677686,0.42857142857142855,0.5168067226890757,0.7851239669421488,0.008403361344537815,0.8347107438016529,54.0
70,23,77,132445,2021-22,Kevin McCullar,SF,,Primary,78,210.0,Texas Tech,Big 12,21.0,8.0,8.65,3.0,"Mar 15, 2001",21.29,194.0,29,24,868,15.0,0.503,0.458,0.361,0.365,310.0,3.8,14.3,9.3,19.2,2.8,1.1,1.5794871794871796,16.3,0.127,20.8,30.754,1.2,2.1,3.4,0.156,1.3,4.5,5.8,1.56,104.5,90.1,0.246,0.27,4.6,11.5,0.402,3.3,7.3,0.453,1.3,4.1,0.311,0.211,0.3341398809523809,3.0,4.2,0.725,6.1,4.1,1.9,0.3,2.6,3.6,13.5,6.8,17.0,4.9,10.9,1.9,6.2,4.5,6.2,9.1,6.1,2.8,0.5,3.9,5.3,20.1,17.0,4.0,4.38,1.14459912,0.0046082949308755,4.442508000000001,36.6,55.1,28.6,27.2,31.8,14.3,36.2,81.5,43.860200000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.568,51.757,1.827005770009198,0.717948717948718,0.8264462809917356,0.5371900826446281,0.36134453781512604,0.44537815126050423,0.8181818181818182,0.7142857142857143,0.9049586776859504,66.60000000000001
71,29,18,117419,2021-22,Keion Brooks,SF,,Scorer,79,207.0,Kentucky,SEC,25.0,8.0,8.02,3.0,"Aug 7, 2000",21.9,24.0,33,33,807,18.9,0.546,0.504,0.106,0.325,332.0,7.4,13.0,10.3,7.1,1.6,2.8,2.036363636363636,11.9,0.107,22.4,29.789,1.9,1.4,3.3,0.163,3.0,2.3,5.3,0.75,113.7,98.2,0.173,-2.72,6.9,14.0,0.491,6.5,12.5,0.522,0.3,1.5,0.233,0.103,0.1457109144542772,3.6,4.6,0.783,7.2,1.6,1.1,1.0,2.2,3.0,17.7,10.0,20.3,9.5,18.1,0.5,2.1,5.2,6.6,10.4,2.4,1.6,1.5,3.2,4.4,25.6,20.3,30.0,30.35,4.9394625,0.037174721189591,3.303825,35.0,71.7,53.5,54.4,39.6,62.3,10.6,85.7,61.7004,2018-19,Spiece Indy Heat,Nike 17U,10.0,10.0,16.8,22.4,7.5,15.0,0.5,1.7,3.7,0.459,5.7,8.6,0.663,0.0,7.0,7.0,2.4,0.6,1.9,3.4,2.2,,,,,,,,,,,,,,,,,,,,,,2.217,57.295,1.009170428661973,0.8290598290598291,0.2892561983471074,0.5991735537190083,0.4117647058823529,0.7815126050420168,0.768595041322314,0.29411764705882354,0.8553719008264463,60.4
72,47,118,105347,2021-22,Dominick Welch,SF,,Shooter,77,205.0,St. Bonaventure,A-10,23.0,10.0,4.79,4.0,,,,33,33,1238,14.7,0.559,0.546,0.704,0.104,375.0,4.0,15.0,9.5,8.1,2.0,2.1,2.048780487804878,13.4,0.115,17.9,23.541,1.8,1.7,3.5,0.112,2.4,1.4,3.8,0.96,107.2,101.5,0.227,-1.67,4.6,11.1,0.414,1.7,3.3,0.51,2.9,7.9,0.374,0.319,0.4884897959183673,0.9,1.2,0.778,6.4,1.7,1.4,0.7,1.8,2.8,13.1,7.0,16.8,2.5,5.0,4.4,11.9,1.4,1.8,9.7,2.6,2.0,1.0,2.7,4.3,19.8,16.8,8.0,12.19,1.25262002,0.0064620355411954,1.7263344,19.1,59.1,46.2,10.4,36.1,46.2,70.4,85.7,73.96180000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.817,46.642,,0.39316239316239315,0.35537190082644626,0.5537190082644629,0.773109243697479,0.31092436974789917,0.6239669421487604,0.3277310924369748,0.38016528925619836,46.5
73,79,11,107389,2021-22,Tanner Holden,SF,PxF,Scorer,78,200.0,Wright State,Horizon,22.0,14.0,-5.11,2.0,"Apr 6, 2000",22.23,400.0,36,36,1272,24.8,0.579,0.511,0.084,0.57,704.0,7.4,16.1,11.8,14.7,2.2,0.6,0.942857142857143,12.6,0.106,27.8,37.559,4.6,1.6,6.2,0.194,3.0,-0.9,2.2,1.02,117.6,102.8,0.34,-2.21,7.7,15.4,0.497,7.2,14.2,0.511,0.4,1.3,0.341,0.136,0.134795294117647,6.9,8.8,0.789,8.1,2.9,1.6,0.2,2.8,2.8,22.7,11.0,22.1,10.3,20.2,0.6,1.8,9.9,12.6,11.5,4.1,2.2,0.3,4.0,4.0,32.5,22.1,34.0,13.48,3.6932504000000006,0.0267295597484276,6.054958,51.5,64.5,46.8,40.1,35.1,35.8,8.4,85.7,45.6566,2018-19,All-Ohio Red,Nike 17U,7.0,3.0,8.6,9.43,2.86,6.86,0.417,1.57,2.86,0.55,2.14,2.86,0.75,0.0,3.14,3.14,0.71,0.43,0.0,0.86,1.14,,,,,,,,,,,,,,,,,,,,,,3.973,58.594,0.8965529687698557,0.8717948717948718,0.4462809917355372,0.6818181818181818,0.3277310924369748,0.8403361344537815,0.32231404958677684,0.726890756302521,0.34710743801652894,57.099999999999994
74,80,0,132452,2021-22,Max Agbonkpolo,SF,,Connector,81,195.0,USC,Pac-12,25.0,8.0,6.09,3.0,"Aug 26, 2000",21.84,59.0,33,18,705,13.9,0.54,0.517,0.431,0.232,227.0,4.4,13.0,8.9,6.2,1.5,2.6,1.9024390243902445,15.5,0.14,19.9,25.717,0.8,1.1,1.9,0.11,0.3,1.8,2.1,0.53,102.7,99.0,0.134,-3.98,5.4,12.0,0.455,4.0,6.8,0.583,1.5,5.2,0.286,0.205,0.3438382147838215,2.0,2.8,0.714,6.5,1.3,1.0,1.0,2.4,3.4,14.4,8.1,17.7,5.9,10.1,2.2,7.7,2.9,4.1,9.7,1.9,1.5,1.5,3.6,5.0,21.3,17.7,10.0,14.07,1.78700256,0.0141843971631205,2.2480416,33.6,63.4,62.2,23.2,51.0,28.0,43.1,88.5,65.5387,2018-19,Pump N Run,Gold Gauntlet 17U,4.0,4.0,28.0,15.25,6.0,11.0,0.545,1.0,3.25,0.308,2.25,3.75,0.6,1.0,6.25,7.25,2.5,1.75,0.5,3.25,2.0,,,,,,,,,,,,,,,,,,,,,,1.661,47.827,0.8796380632917195,0.36324786324786323,0.19834710743801653,0.49586776859504134,0.7394957983193278,0.6302521008403361,0.7272727272727273,0.2857142857142857,0.23140495867768596,45.9
75,116,23,135574,2021-22,Ben Carlson,SF,,Slasher,81,230.0,Wisconsin,Big Ten,24.0,8.0,9.16,2.0,,,107.0,32,2,292,6.5,0.36,0.341,0.318,0.197,62.0,9.5,16.1,12.7,2.5,0.4,0.4,0.4,12.2,0.115,14.8,17.375,-0.1,0.4,0.2,0.033,-2.1,0.2,-1.9,0.4,84.8,103.2,0.033,-2.54,3.0,9.0,0.333,2.9,6.2,0.467,0.1,2.9,0.048,0.031,0.0834098360655737,1.0,1.8,0.538,8.9,0.5,0.3,0.1,1.4,2.3,7.1,4.5,13.5,4.3,9.2,0.2,4.3,1.4,2.7,13.3,0.8,0.4,0.2,2.0,3.5,10.6,13.5,5.0,19.77,3.04458,0.0171232876712328,2.079,38.5,60.0,60.0,29.2,31.6,33.3,32.3,100.0,65.1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121,45.417,,0.05555555555555555,0.11570247933884298,0.731404958677686,0.09243697478991597,0.6218487394957983,0.1446280991735537,0.01680672268907563,0.15702479338842976,24.2
76,4,76,116242,2021-22,Matthew Mayer,SF,PF,Scorer,81,225.0,Baylor,Big 12,26.0,7.0,8.76,4.0,"Sep 23, 1999",22.77,93.0,33,33,752,19.0,0.507,0.485,0.467,0.206,295.0,5.8,19.9,12.7,8.3,3.2,3.9,3.515492957746479,9.1,0.081,22.9,30.837,1.5,1.9,3.4,0.183,3.7,4.6,8.3,1.06,110.0,89.1,0.166,-1.25,6.3,15.5,0.409,4.0,8.2,0.484,2.3,7.2,0.324,0.238,0.3825739570164349,2.2,3.2,0.7,8.8,1.8,2.2,1.4,1.7,4.3,17.2,9.2,22.6,5.8,12.0,3.4,10.5,3.3,4.7,12.8,2.6,3.2,2.0,2.5,6.3,25.1,22.6,12.0,17.9,1.9638090000000004,0.0159574468085106,2.4794460000000003,23.0,65.7,52.3,30.2,35.2,22.6,46.7,70.5,51.7777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.405,51.558,0.9030826190629428,0.5982905982905983,0.4132231404958678,0.731404958677686,0.5042016806722689,0.5294117647058824,0.9504132231404959,0.6134453781512605,0.9834710743801653,66.5
77,11,47,121709,2021-22,Jacob Grandison,SF,PF,Shooter,78,210.0,Illinois,Big Ten,21.0,9.0,9.48,4.0,"Apr 2, 1998",24.25,,30,23,751,17.1,0.598,0.578,0.598,0.152,280.0,5.1,12.0,8.6,17.9,0.8,0.6,0.6857142857142856,13.4,0.101,18.7,28.686,2.1,0.9,3.0,0.159,5.0,2.0,7.0,1.86,121.3,103.0,0.218,1.21,5.4,11.9,0.455,2.5,4.8,0.522,2.9,7.1,0.41,0.328,0.4864682539682539,1.5,1.8,0.824,6.1,3.7,0.5,0.3,2.0,2.8,15.3,8.0,17.6,3.7,7.1,4.3,10.5,2.2,2.7,9.0,5.4,0.8,0.4,2.9,4.1,22.5,17.6,1.0,2.01,0.2604216299999999,0.0013315579227696,2.2803088,22.3,62.0,41.9,17.9,40.0,50.0,59.8,96.4,75.9409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.123,50.815,0.1987436999940442,0.07692307692307693,0.8512396694214877,0.4793388429752066,0.9243697478991597,0.40336134453781514,0.2066115702479339,0.2773109243697479,0.9752066115702479,52.400000000000006
78,13,89,169325,2021-22,Norchad Omier,PF,SF,Primary,79,232.0,Arkansas State,Sun Belt,18.0,11.0,-3.5,1.0,"Aug 28, 2001",20.84,400.0,29,28,839,34.8,0.659,0.634,0.009,0.483,477.0,16.3,31.6,24.2,10.2,3.2,6.9,4.372277227722773,16.5,0.147,28.3,36.02,3.3,2.3,5.6,0.269,5.0,1.8,6.8,0.44,119.7,86.8,0.318,-6.52,9.7,15.3,0.632,9.6,15.2,0.635,0.0,0.1,0.333,0.018,0.0175263157894736,5.4,7.4,0.729,16.8,1.6,2.2,2.7,3.7,4.6,24.8,13.9,22.0,13.9,21.8,0.1,0.2,7.7,10.6,24.2,2.3,3.2,3.8,5.3,6.7,35.7,22.0,42.0,23.29,5.58899446,0.0500595947556615,5.279428,56.2,72.1,57.3,42.8,51.9,70.6,1.0,100.0,63.4194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,61.572,1.4035375352419257,0.9743589743589743,0.09090909090909091,1.0,0.5378151260504201,0.9831932773109243,0.9834710743801653,0.4117647058823529,0.768595041322314,71.89999999999999
79,24,15,175965,2021-22,Trevon Brazile,PF,SF,Primary,81,215.0,Missouri,SEC,8.0,17.0,9.1,1.0,"Jan 7, 2003",19.48,190.0,25,23,537,19.6,0.594,0.582,0.284,0.431,158.0,7.2,20.8,14.0,7.4,1.3,9.9,2.2982142857142858,17.2,0.153,16.1,20.964,0.9,0.8,1.6,0.122,3.0,2.8,5.8,0.66,110.7,100.4,0.135,-3.12,4.6,8.6,0.534,3.8,6.2,0.614,0.8,2.5,0.333,0.205,0.3065542949756888,2.3,3.7,0.62,9.5,1.4,0.9,3.6,2.2,2.4,12.4,6.9,12.8,5.6,9.2,1.2,3.6,3.4,5.5,14.2,2.1,1.3,5.3,3.2,3.5,18.4,12.8,23.0,34.47,6.33572388,0.0428305400372439,2.3526912,57.8,65.7,68.2,13.8,43.8,28.6,28.4,100.0,71.7664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.355,49.096,1.4628306967578046,0.8632478632478633,0.24793388429752067,0.8471074380165289,0.6134453781512605,0.9159663865546218,0.7355371900826446,0.14285714285714285,0.8842975206611571,65.60000000000001
80,30,64,122354,2021-22,Javan Johnson,PF,SF,Stretch,78,205.0,DePaul,Big East,1.0,9.0,6.73,4.0,"Jan 5, 1999",23.48,,10,2,214,12.7,0.546,0.518,0.509,0.298,64.0,3.5,7.5,5.5,3.4,1.9,3.3,2.4115384615384614,15.6,0.147,17.5,21.746,0.2,0.2,0.4,0.08,2.8,2.4,5.2,0.33,103.1,105.9,0.129,-4.4,4.5,10.7,0.421,2.4,5.2,0.464,2.1,5.4,0.379,0.286,0.4344842342342342,2.2,3.2,0.706,4.1,0.7,1.3,1.3,2.2,2.4,13.3,6.4,15.1,3.5,7.4,2.9,7.7,3.2,4.5,5.8,1.1,1.9,1.9,3.2,3.5,18.9,15.1,3.0,21.3,1.4985827999999994,0.014018691588785,1.0623756,24.6,50.0,71.4,24.6,42.9,33.3,50.9,63.6,58.128600000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.896,34.778,0.0950582604071111,0.41025641025641024,0.06611570247933884,0.18181818181818182,0.8739495798319328,0.14285714285714285,0.5082644628099173,0.3445378151260504,0.4132231404958678,36.8
81,37,112,121847,2021-22,Ben Vander Plas,PF,SF,Stretch,80,232.0,Ohio,MAC,25.0,10.0,-4.17,4.0,"Sep 19, 1998",23.78,,35,35,1237,20.6,0.582,0.55,0.545,0.38,496.0,3.5,19.6,11.1,17.1,2.9,1.5,1.977272727272727,12.8,0.103,20.1,29.248,3.3,2.2,5.5,0.177,2.6,1.8,4.5,1.7,117.3,96.9,0.304,0.67,5.4,11.7,0.457,3.2,5.3,0.6,2.2,6.4,0.338,0.261,0.4172366930917328,3.2,4.5,0.725,7.7,3.5,2.0,0.5,2.0,2.6,16.1,7.8,17.0,4.6,7.7,3.1,9.3,4.7,6.5,11.1,5.0,2.9,0.7,3.0,3.8,23.4,17.0,10.0,7.9,2.0239800000000003,0.0080840743734842,4.3554,35.0,67.2,26.8,10.0,37.1,15.4,55.0,84.6,57.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,62.155,0.3530542363763386,0.9316239316239316,0.8016528925619835,0.628099173553719,0.6386554621848739,0.7310924369747899,0.8016528925619835,0.726890756302521,0.5289256198347108,72.39999999999999
82,38,44,107985,2021-22,Juwan Gary,PF,SF,Energy,78,219.0,Alabama,SEC,16.0,13.0,11.59,2.0,"Feb 17, 2001",21.36,93.0,29,16,451,19.1,0.561,0.546,0.289,0.38,177.0,11.5,11.8,11.7,3.8,2.1,3.6,2.6526315789473687,10.2,0.095,19.1,24.145,1.1,0.5,1.6,0.14,3.0,1.5,4.5,0.47,118.0,105.2,0.103,-2.71,6.5,12.6,0.514,5.7,9.0,0.634,0.8,3.6,0.22,0.14,0.2498231827111984,2.9,4.8,0.611,8.8,0.8,1.5,1.4,1.7,5.4,16.7,8.8,17.2,7.8,12.2,1.1,5.0,4.0,6.5,12.0,1.1,2.1,1.9,2.3,7.4,22.8,17.2,13.0,14.43,3.961352459999999,0.0288248337028824,4.7217784,63.4,66.7,56.7,7.7,36.4,75.0,28.9,88.9,67.4149,2018-19,Team United,Nike 17U,10.0,10.0,9.3,15.7,5.7,15.8,0.361,1.2,5.6,0.214,2.8,4.3,0.651,0.0,5.5,5.5,0.9,0.7,0.7,0.8,2.4,,,,,,,,,,,,,,,,,,,,,,1.343,56.61,0.7276634878543027,0.8461538461538461,0.16115702479338842,0.6694214876033058,0.29411764705882354,0.9747899159663865,0.5619834710743802,0.08403361344537816,0.9421487603305785,56.699999999999996
