RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,Harmonic STK%,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU 3P%,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score,Image Link
85677,2018-19,Ty Jerome,PG,,Primary,77,194.4,Virginia,ACC,34.0,3.0,10.15,3.0,"Jul 8, 1997",21.98,44.0,37,37,1256.0,22.9,55.50000000000001,53.2,0.484,0.222,547.0,1.8,13.1,7.8,32.6,3.0,0.1,0.2,11.9,0.8999999999999999,23.4,3.73746,4.3,2.9,7.2,0.228,6.8,4.6,11.5,3.31,120.4,92.2,0.399,6.72,0.19354838709677422,5.7,13.0,43.5,3.2,6.7,46.9,2.5,6.3,39.900000000000006,0.29605,0.9563985736925514,2.1,2.9,73.6,5.0,6.4,1.8,0.0,1.9,2.0,16.0,9.3,21.4,5.2,11.0,4.1,10.4,3.5,4.8,8.2,10.6,3.0,0.1,3.2,3.4,26.3,0.0,0.0,0.0,0.0,3.77,18.8,62.3,6.2,32.8,38.1,9.8,48.4,68.4,37.5,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,NIKE Global Challenge,4,23:45,11.5,4.5,8.2,.545,1.0,2.5,.400,1.5,1.8,.857,2.8,3.5,1.5,0.0,0.5,1.8,4th,29.528,67.717,57.874,90.909,80.312,11.905,54.225,97.183,61.199999999999996,0.47424302,63.801,0.20668436050503927,70.831,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Jerome_Ty_okc21.jpg
22406,2013-14,Russ Smith,PG,,Scorer,73,160.0,Louisville,ACC,31.0,6.0,4.8,4.0,"Apr 19, 1991",23.2,282.0,37,36,1084.0,26.2,57.6,54.1,0.376,0.451,662.0,2.9,9.6,6.2,31.6,4.0,0.4,0.7,15.2,1.3,30.7,4.26728,3.9,2.9,6.7,0.249,7.2,4.3,11.5,1.64,116.9,89.8,0.378,0.87,0.7272727272727273,8.3,17.7,46.8,5.7,11.1,51.7,2.6,6.7,38.70000000000001,0.26623,0.7447640495444775,5.6,8.0,70.5,4.5,6.3,2.7,0.1,3.9,3.4,24.8,12.0,25.7,8.3,16.0,3.7,9.7,8.2,11.6,6.5,9.2,4.0,0.2,5.6,4.9,36.0,7.0,3.88,1.09124224,0.0,7.23,37.6,63.4,25.2,24.5,35.1,10.0,37.8,80.9,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.008,33.071,44.094,43.636,44.062,46.429,78.169,78.873,56.89999999999999,0.536257,63.259,0.07825028271637098,53.846,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Smith_Russ_mem1516.jpg
56870,2016-17,Frank Mason,PG,,Shooter,72,188.8,Kansas,Big 12,31.0,5.0,12.23,4.0,"Apr 3, 1994",23.24,118.0,36,36,1301.0,25.5,62.2,57.3,0.354,0.484,745.0,2.0,10.5,6.4,26.1,2.0,0.2,0.4,12.4,1.0,25.6,3.73461,5.8,1.7,7.5,0.23,8.6,2.7,11.3,2.17,128.6,103.5,0.4,2.92,0.36363636363636365,7.4,15.1,49.0,4.9,9.8,50.0,2.5,5.3,47.1,0.31861,0.7027184220508281,5.8,7.3,79.4,4.6,5.7,1.4,0.1,2.6,2.2,23.2,10.4,21.2,6.9,13.7,3.5,7.5,8.1,10.3,6.5,8.1,2.0,0.1,3.7,3.1,32.4,1.0,0.54,0.15874056,0.0,6.23,37.4,56.0,21.4,27.2,41.8,10.7,35.4,56.1,30.8,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,adidas Nations Counselors,17,26:25,12.1,4.4,9.0,.490,0.9,2.9,.300,2.4,3.6,.656,4.4,3.4,1.8,0.1,1.8,2.0,-,54.331,90.551,73.228,66.667,51.25,34.127,11.972,99.296,60.199999999999996,0.472663,56.483,0.06242192590288082,53.409,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Mason_Frank_mil19.jpg
104371,2019-20,Devon Dotson,PG,,Athletic,74,185.2,Kansas,Big 12,27.0,3.0,11.63,2.0,"Aug 2, 1999",20.91,21.0,30,30,1047.0,24.9,57.8,51.7,0.316,0.44,534.0,2.0,10.7,6.6,22.5,3.5,0.3,0.6,13.4,2.0,26.4,2.00672,3.8,2.4,6.2,0.238,6.5,4.8,11.3,1.64,118.0,90.5,0.366,0.68,0.5526315789473685,7.0,14.9,46.8,5.5,10.2,54.1,1.5,4.7,30.9,0.20301,0.625602255253716,5.4,6.5,83.0,4.7,4.6,2.4,0.1,2.8,2.1,20.8,10.2,21.9,8.1,15.0,2.1,6.9,8.0,9.6,6.9,6.7,3.5,0.2,4.1,3.0,30.6,0.0,0.0,0.0,0.0,9.04,50.4,64.8,18.1,18.0,24.3,5.9,31.6,57.9,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.213,6.299,42.52,27.273,59.375,30.952,69.718,98.592,54.2,0.23136,68.472,0.07829662326142504,52.448,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Dotson_Devon_chi21.jpg
88934,2017-18,Trae Young,PG,,Primary,74,177.8,Oklahoma,Big 12,18.0,14.0,10.56,1.0,"Sep 19, 1998",19.78,23.0,32,32,1133.0,28.3,58.5,51.8,0.531,0.443,935.0,1.3,10.0,5.8,48.6,2.5,0.7,1.1,18.2,1.0999999999999999,37.1,7.21797,4.6,1.1,5.7,0.201,9.7,1.3,11.1,1.67,114.7,108.1,0.566,1.53,1.09375,9.2,21.8,42.2,5.0,10.2,49.3,4.2,11.6,36.0,0.27558,1.0465631929046564,8.3,9.7,86.1,4.4,9.8,1.9,0.3,5.9,2.0,30.9,12.0,28.5,6.6,13.4,5.4,15.1,10.9,12.6,5.8,12.9,2.5,0.4,7.7,2.6,40.4,0.0,0.0,0.0,0.0,8.29,32.7,53.5,11.1,14.2,39.8,2.9,53.1,27.1,18.4,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,U18 Americas Championship,5,18:57,6.0,1.4,6.8,.206,1.0,4.2,.238,2.2,2.2,1.000,3.6,3.2,0.8,0.0,0.6,1.4,Gold,28.346,82.677,100.0,60.606,33.438,66.667,27.465,91.549,61.3,0.937591,59.003,0.36278894054569694,78.366,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Young_Trae_atl22.jpg
59506,2019-20,Payton Pritchard,PG,,Shooter,74,195.0,Oregon,Pac-12,24.0,7.0,9.09,4.0,"Jan 28, 1998",22.42,54.0,31,31,1135.0,27.1,60.1,56.3,0.459,0.303,640.0,2.3,11.5,7.1,31.5,2.5,0.1,0.2,13.9,1.0,28.2,4.37544,5.3,1.4,6.7,0.235,9.2,1.9,11.1,2.02,122.9,101.5,0.453,2.75,0.1923076923076923,7.6,16.3,46.8,4.5,8.8,51.2,3.1,7.5,41.5,0.30274,0.907957768297624,4.1,4.9,82.1,4.7,6.1,1.7,0.0,3.0,2.2,22.4,11.5,24.6,6.8,13.3,4.7,11.3,6.1,7.5,7.1,9.2,2.5,0.1,4.5,3.3,33.9,0.0,0.0,0.0,0.0,7.08,33.1,60.1,13.0,21.0,37.1,13.9,45.9,67.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,U19 World Cup,7,17:56,9.0,3.1,6.4,.489,1.4,3.3,.435,1.3,1.7,.750,2.9,3.1,1.6,0.1,1.6,1.6,Bronze,58.268,73.622,68.11,67.273,69.375,10.317,25.352,92.606,58.099999999999994,0.556984,63.253,0.13564670853282407,64.406,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Pritchard_Payton_bos22.jpg
81690,2019-20,Markus Howard,PG,,Scorer,71,170.8,Marquette,Big East,17.0,12.0,9.3,4.0,"Mar 3, 1999",21.33,68.0,29,29,963.0,29.2,59.3,53.0,0.524,0.444,730.0,1.9,9.1,5.7,26.2,1.6,0.1,0.2,12.6,1.5,39.3,3.7869099999999998,4.8,1.0,5.8,0.24,10.5,0.6,11.0,0.97,116.7,103.6,0.452,-3.51,0.18823529411764708,9.8,23.3,42.2,4.8,11.1,43.4,5.0,12.2,41.2,0.31394,1.0348384622759084,8.8,10.3,84.7,4.2,3.9,1.1,0.0,4.1,2.9,33.5,13.8,32.7,6.8,15.5,7.0,17.1,12.3,14.5,5.9,5.5,1.6,0.1,5.7,4.1,46.9,0.0,0.0,0.0,0.0,6.2,20.5,46.1,7.5,27.1,41.4,12.7,52.4,52.1,32.3,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,U17 World Cup,12,19:48,13.2,4.9,10.6,.465,2.8,5.7,.485,0.6,0.7,.875,2.6,2.3,1.5,0.1,1.9,1.3,Gold,3.15,95.276,82.283,3.333,30.0,36.905,9.155,94.366,44.3,0.461239,50.555,0.05506623885463052,45.117,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Howard_Markus_den21.jpg
24633,2016-17,Nigel Williams-Goss,PG,,Floor General,75,190.2,Gonzaga,WCC,36.0,2.0,4.13,3.0,"Sep 16, 1994",22.79,34.0,38,38,1248.0,25.2,59.4,53.3,0.258,0.4,660.0,2.2,15.7,9.8,25.6,2.9,0.2,0.4,13.1,1.5,24.6,2.50896,4.5,3.6,8.1,0.261,5.7,5.1,10.8,2.21,122.2,86.4,0.357,2.96,0.37419354838709673,7.1,14.5,48.6,5.7,10.8,52.7,1.4,3.8,36.8,0.22963999999999998,0.5124075773112419,5.0,5.8,86.7,7.3,5.7,2.1,0.1,2.6,1.9,20.5,9.9,20.5,8.0,15.2,1.9,5.3,7.1,8.2,10.3,8.1,2.9,0.1,3.7,2.7,28.9,5.0,3.32,0.87560352,0.0,5.41,33.3,63.6,20.8,40.8,43.8,17.3,25.8,81.4,35.0,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,U19 World Cup,9,22:46,7.9,3.0,6.1,.491,0.9,2.1,.421,1.0,1.1,.900,2.8,2.7,0.8,0.0,0.7,2.1,Gold,79.528,76.378,10.63,67.879,96.562,38.095,68.31,76.761,64.3,0.30351502,62.191,0.07148255850379565,56.582,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Williamsgoss_Nigel_uta20.jpg
28285,2012-13,Pierre Jackson,PG,,Floor General,70,176.0,Baylor,Big 12,22.0,14.0,7.12,4.0,"Aug 29, 1991",21.84,400.0,36,35,1252.0,26.0,57.4,51.4,0.484,0.474,749.0,2.2,10.3,6.2,40.7,2.5,0.0,0.0,16.4,1.0999999999999999,29.5,5.15835,5.3,1.6,7.0,0.222,8.5,2.0,10.5,2.09,117.5,100.1,0.49,3.73,0.0,6.9,16.2,42.7,4.1,8.3,49.0,2.8,7.8,35.9,0.26637,0.9551231310466138,6.1,7.7,80.0,4.3,8.1,1.7,0.0,3.9,2.6,22.7,10.1,23.6,6.0,12.2,4.1,11.4,9.0,11.2,6.3,11.9,2.5,0.0,5.7,3.7,33.2,4.0,3.07,0.5846415899999999,0.0,4.49,25.7,62.3,25.9,25.9,35.9,14.9,48.4,50.0,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.882,45.669,89.764,81.212,44.062,25.0,20.423,80.282,53.900000000000006,0.661094,58.486,0.03410233496910156,13.858,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Jackson_Pierre_phi1516.jpg
56883,2016-17,Monte Morris,PG,,Floor General,74,175.2,Iowa State,Big 12,24.0,11.0,11.94,4.0,"Jun 27, 1995",22.01,83.0,35,35,1237.0,24.7,55.50000000000001,52.3,0.308,0.239,645.0,3.7,11.3,7.6,32.0,2.4,0.8,1.2,7.5,0.7000000000000001,22.8,2.81269,4.8,1.7,6.5,0.21,7.5,3.0,10.5,5.17,126.1,103.0,0.42,8.22,1.2,7.0,15.0,46.5,5.2,10.4,50.3,1.7,4.6,37.8,0.24670000000000003,0.6110213078618663,2.9,3.6,80.2,5.5,7.0,1.7,0.3,1.4,1.6,18.6,9.9,21.3,7.4,14.8,2.5,6.6,4.1,5.1,7.7,9.9,2.4,0.5,1.9,2.3,26.3,2.0,1.59,0.31153347000000003,0.0,4.17,27.1,65.9,27.7,42.2,40.3,15.2,30.8,53.7,30.5,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,adidas Nations Counselors,4,18:15,6.8,3.0,6.2,.480,0.5,1.0,.500,0.2,0.5,.500,2.8,4.0,1.5,0.5,1.5,0.8,-,62.598,64.567,57.874,94.545,76.562,13.492,52.113,95.423,64.60000000000001,0.347413,60.56,0.09838466096599204,60.442,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Morris_Monte_was22.jpg
80278,2017-18,Keenan Evans,PG,,Scorer,75,183.2,Texas Tech,Big 12,27.0,9.0,9.6,4.0,"Aug 23, 1996",21.85,292.0,36,35,1063.0,25.1,60.1,52.900000000000006,0.364,0.585,595.0,1.3,10.5,6.0,23.5,2.3,1.2,1.6,11.7,1.7000000000000002,28.4,2.28026,4.2,2.1,6.2,0.234,6.7,3.7,10.4,1.66,122.5,97.3,0.33,0.7,1.577142857142857,7.3,15.5,47.1,5.5,9.9,55.7,1.8,5.6,32.0,0.21815,0.7198121369422815,7.4,9.1,81.69999999999999,4.1,4.4,1.5,0.4,2.6,2.4,23.8,10.7,22.6,8.0,14.4,2.6,8.2,10.8,13.2,6.0,6.4,2.3,0.6,3.8,3.6,34.8,12.0,8.28,2.2442112000000005,0.0,6.13,35.2,69.0,23.0,28.4,39.3,10.9,36.4,54.2,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.913,44.094,31.496,26.667,39.062,88.095,87.324,93.662,62.9,0.267158,67.146,0.08817013330818914,53.687,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Evans_Keenan_tt.jpg
37900,2016-17,Derrick Walton,PG,,Shooter,72,188.6,Michigan,Big Ten,26.0,12.0,10.17,4.0,"Apr 3, 1995",22.24,46.0,38,37,1323.0,24.3,62.3,56.10000000000001,0.592,0.434,629.0,1.7,16.2,9.1,27.3,2.0,0.1,0.2,12.3,0.8,23.0,3.6919,5.5,1.7,7.1,0.216,8.1,2.2,10.4,2.86,128.8,104.2,0.359,4.97,0.19047619047619047,5.2,11.9,43.6,2.2,4.8,45.6,3.0,7.0,42.2,0.33590000000000003,1.1676201159095159,4.5,5.1,87.6,5.5,5.7,1.3,0.0,2.0,2.0,17.8,8.1,18.6,3.5,7.6,4.6,11.0,7.1,8.1,8.6,9.0,2.0,0.0,3.1,3.1,27.9,0.0,0.0,0.0,0.0,2.24,14.5,61.4,17.1,26.3,36.9,10.5,59.2,65.3,43.9,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,adidas Nations,6,23:26,7.7,2.3,7.5,.311,0.5,2.2,.231,2.5,2.8,.882,1.8,3.3,1.5,0.0,0.8,1.3,5th,23.622,85.039,44.882,77.273,91.25,20.635,7.042,92.606,55.300000000000004,0.47157502,57.482,0.07341074960060412,54.617,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Walton_Derrick_phi20.jpg
52567,2015-16,Tyler Ulis,PG,,Floor General,70,149.2,Kentucky,SEC,26.0,9.0,8.84,2.0,"Jan 5, 1996",20.48,19.0,35,35,1288.0,24.0,56.7,49.7,0.362,0.441,666.0,1.7,7.1,4.6,34.3,2.3,0.3,0.5,11.4,0.8999999999999999,23.3,3.3579899999999996,5.4,1.7,7.1,0.221,7.9,2.4,10.3,3.57,128.8,103.6,0.435,7.54,0.5307692307692308,6.0,13.7,43.4,4.3,8.8,48.6,1.7,5.0,34.4,0.23403,0.7164605028479374,5.2,6.1,85.6,3.3,7.6,1.6,0.1,2.1,2.0,18.8,8.8,20.2,6.3,12.9,2.5,7.3,7.6,8.9,4.8,11.2,2.3,0.2,3.1,2.9,27.7,0.0,0.0,0.0,0.0,3.64,18.8,57.8,4.2,45.0,44.7,5.6,36.2,56.4,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.898,79.528,85.039,98.182,11.25,51.587,19.718,87.324,56.39999999999999,0.41983598,60.002,0.02822996359966909,36.023,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Ulis_Tyler_sac19.jpg
44094,2015-16,Fred Van Vleet,PG,,Floor General,72,195.0,Wichita State,MVC,25.0,6.0,4.24,4.0,"Feb 25, 1994",22.35,400.0,31,31,900.0,22.3,52.3,46.1,0.37,0.393,415.0,1.3,11.9,6.4,39.6,3.7,0.4,0.7,13.0,1.0,23.8,3.6246300000000002,2.5,2.4,4.9,0.219,5.1,5.1,10.2,3.19,115.2,88.7,0.375,7.1,0.7219512195121951,5.3,13.6,39.0,3.4,8.5,39.6,1.9,5.0,38.1,0.26079,0.7328827657915259,4.4,5.3,81.69999999999999,4.4,7.6,2.4,0.1,2.4,2.4,16.8,8.0,20.5,5.1,12.9,2.9,7.6,6.6,8.1,6.7,11.6,3.7,0.2,3.6,3.6,25.5,,,,,7.9,40.0,45.1,3.6,23.0,30.0,4.8,37.0,62.8,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.677,31.496,68.11,95.758,51.25,,79.577,69.014,,0.456083,52.23,0.059027435685810904,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Vanvleet_Fred_tor22.jpg
52545,2017-18,Jalen Brunson,PG,,Scorer,74,198.4,Villanova,Big East,36.0,4.0,10.24,3.0,"Aug 31, 1996",21.83,22.0,40,40,1272.0,26.1,63.5,60.4,0.407,0.313,745.0,1.2,9.7,5.6,26.6,1.7,0.1,0.2,10.7,0.8999999999999999,26.4,3.54644,6.0,1.7,7.7,0.241,8.0,2.2,10.2,2.59,130.7,104.1,0.372,4.05,0.18888888888888888,8.5,16.3,52.1,5.8,9.7,59.9,2.7,6.6,40.8,0.287,0.8059601524012909,4.1,5.1,80.2,3.8,5.8,1.2,0.0,2.2,2.5,23.8,12.1,23.2,8.2,13.8,3.9,9.5,5.8,7.3,5.5,8.2,1.7,0.0,3.2,3.5,33.9,6.0,4.35,0.9071664000000002,0.0,4.84,26.6,70.3,21.6,32.6,51.5,3.4,40.7,65.1,33.3,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,U19 World Cup,12,24:28,13.2,4.3,8.2,.531,1.4,3.3,.425,3.1,3.9,.787,2.7,5.6,1.7,0.0,1.5,1.5,Gold,71.654,96.063,64.567,73.939,26.875,15.079,6.338,95.423,56.2,0.445989,67.043,0.12512905729193752,62.826,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Brunson_Jalen_nyk22.jpg
15435,2010-11,Norris Cole,PG,,Scorer,73,174.4,Cleveland State,Horizon,27.0,9.0,1.74,4.0,"Oct 13, 1988",22.71,400.0,36,36,1285.0,30.0,55.8,48.3,0.26,0.465,788.0,2.5,16.5,9.5,37.0,3.7,0.3,0.6,12.2,1.3,32.1,3.37915,5.6,2.7,8.3,0.258,6.7,3.5,10.2,1.97,117.7,92.8,0.515,2.45,0.555,7.8,17.8,43.9,6.2,13.2,47.3,1.6,4.6,34.2,0.21515,0.5160766105629716,7.1,8.3,85.3,6.5,5.9,2.5,0.1,3.0,2.7,24.3,11.8,26.8,9.4,19.8,2.4,7.0,10.6,12.5,9.8,8.9,3.7,0.1,4.5,4.1,36.5,6.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.788,94.688,,65.493,73.239,,0.411804,,0.06106695670875067,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Cole_Norris_nop1516.jpg
118870,2020-21,McKinley Wright,PG,,Floor General,72,192.2,Colorado,Pac-12,23.0,9.0,9.57,4.0,"Oct 25, 1998",22.68,229.0,32,32,1042.0,24.7,56.8,51.8,0.251,0.329,534.0,3.2,12.8,8.2,36.7,2.0,1.0,1.3,13.7,1.4000000000000001,25.1,2.6958800000000003,4.2,1.8,5.9,0.227,6.9,3.3,10.2,2.68,120.7,97.9,0.435,5.38,1.3333333333333333,6.8,14.2,48.0,5.8,10.7,54.0,1.1,3.6,30.1,0.18692,0.49784850581529444,4.0,4.7,84.4,5.3,7.0,1.3,0.3,2.6,1.9,18.7,10.3,21.4,8.7,16.0,1.6,5.4,5.9,7.0,8.0,10.5,2.0,0.5,3.9,2.9,28.1,1.0,0.95,0.2404545,0.0,5.42,28.6,57.5,11.5,46.6,51.4,5.6,24.8,42.9,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.528,65.354,88.976,89.091,82.812,63.492,80.986,89.085,73.7,0.32634,59.377,0.04576220705592962,50.387,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Wright_Mckinley_dal22.jpg
28240,2015-16,Kris Dunn,PG,,Athletic,76,220.0,Providence,Big East,22.0,11.0,8.46,3.0,"Mar 18, 1994",22.29,16.0,33,32,1088.0,23.3,54.1,49.9,0.275,0.462,575.0,3.5,14.8,9.0,41.8,4.3,1.9,2.6,18.8,1.6,28.1,3.7162,2.2,2.3,4.5,0.166,4.7,5.4,10.1,1.78,106.1,95.0,0.472,1.96,2.635483870967742,6.8,15.1,44.8,5.2,11.0,47.7,1.5,4.2,37.20000000000001,0.23623000000000002,0.5459639759839894,4.9,7.0,69.5,6.5,7.6,3.0,0.7,4.3,3.4,19.9,9.7,21.6,7.5,15.7,2.2,6.0,7.0,10.0,9.3,10.8,4.3,1.1,6.1,4.9,28.5,27.0,16.56,4.187841840000001,0.0,5.46,39.7,62.6,36.3,32.8,29.6,20.0,27.5,52.4,35.4,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,adidas Nations,6,00:00,7.2,0.7,1.7,.400,0.0,0.3,.000,0.0,0.0,.000,3.8,4.0,0.0,0.0,0.0,0.0,Gold,88.189,12.598,77.165,63.03,90.0,85.714,95.775,69.718,72.8,0.46352398,57.72,0.15949937120867766,70.021,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Dunn_Kris_mem21.jpg
121815,2018-19,Ja Morant,PG,,Primary,75,175.0,Murray State,OVC,28.0,5.0,-3.11,2.0,"Aug 10, 1999",19.89,328.0,33,33,1207.0,31.6,61.2,55.3,0.296,0.512,913.0,3.9,12.7,8.6,51.8,2.7,2.3,2.5,20.5,1.0999999999999999,33.3,6.89538,5.8,2.4,8.2,0.273,8.3,1.7,10.0,1.95,119.3,95.8,0.603,4.08,2.484,8.8,17.6,49.9,6.9,12.4,55.60000000000001,1.9,5.2,36.3,0.23495000000000002,0.5872117171275549,7.3,9.0,81.3,6.2,11.0,1.9,0.9,5.6,1.6,26.8,12.2,24.5,9.6,17.3,2.6,7.2,10.2,12.5,8.7,15.3,2.7,1.2,7.8,2.2,37.3,28.0,9.93,3.83334741,0.0,9.46,53.1,61.0,27.3,17.3,39.1,8.3,29.6,36.8,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.339,53.543,97.638,82.121,85.938,90.476,93.662,68.31,82.89999999999999,0.895473,63.859,0.2690038801650597,62.629,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Morant_Ja_mem22.jpg
57476,2014-15,Cameron Payne,PG,,Scorer,74,182.8,Murray State,OVC,29.0,6.0,-2.81,2.0,"Aug 8, 1994",20.89,359.0,35,35,1127.0,30.1,57.3,53.400000000000006,0.415,0.315,716.0,2.2,10.6,6.6,40.0,3.6,1.6,2.2,12.4,0.8999999999999999,31.5,5.14996,5.5,1.8,7.3,0.258,8.6,1.3,9.9,2.4,122.5,99.0,0.472,4.5,2.2153846153846155,8.7,19.1,45.6,5.7,11.1,51.3,3.0,7.9,37.70000000000001,0.26672,0.82096287550833,4.7,6.0,78.7,4.6,7.4,2.4,0.6,3.1,2.6,25.1,12.9,28.3,8.5,16.5,4.4,11.7,7.0,8.9,6.8,11.0,3.6,0.9,4.6,3.8,37.2,3.0,3.11,0.47151642999999993,0.0,4.29,17.9,62.8,15.3,41.4,45.6,18.2,40.6,58.0,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.102,86.614,78.74,87.273,59.375,73.81,90.141,64.085,71.39999999999999,0.657245,61.776,0.14426227316522497,51.298,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Payne_Cameron_phx22.jpg
2154,2010-11,Nolan Smith,PG,,Scorer,75,187.6,Duke,ACC,32.0,5.0,8.32,4.0,"Jul 25, 1988",22.93,22.0,37,37,1259.0,25.7,56.39999999999999,50.8,0.287,0.405,779.0,4.1,10.1,7.2,30.3,2.0,0.2,0.4,14.8,1.6,30.7,3.2932799999999998,5.1,2.3,7.4,0.234,7.5,2.3,9.9,1.6,116.8,96.0,0.432,0.6,0.36363636363636365,8.3,18.0,45.8,6.4,12.9,50.1,1.8,5.2,35.0,0.22501000000000002,0.5693314818488395,5.9,7.3,81.3,5.3,6.0,1.4,0.1,3.7,2.3,24.3,11.8,25.7,9.2,18.3,2.6,7.4,8.5,10.4,7.5,8.6,2.0,0.1,5.3,3.3,34.6,19.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006.0,U18 Americas Championship,4,23:30,9.0,2.5,6.8,.370,0.2,1.2,.200,3.8,5.0,.750,4.0,3.5,1.8,0.0,3.0,2.2,Gold,,,,36.364,70.312,,46.127,85.211,,0.40182102,,0.10328637863880781,,https://basketball.realgm.com/images/nba/4.2/profiles/photos/2006/Smith_Nolan_POR.jpg
