,RealGM ID,Season,Name,Position 1,Position 2,Play Style,Height,Weight,School,Conference,Wins,Losses,SOS,Class,Birthday,Draft Day Age,RSCI,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,Stock%,TOV%,Adjusted TOV%,USG%,Offensive Load,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,AST/TOV,OFF RTG,DEF RTG,Hands-On Buckets,Pure Point Rating,FG/40,FGA/40,FG%,2FGM/40,2FGA/40,2FG%,3FGM/40,3FGA/40,3FG%,3 Point Proficiency,3 Point Confidence,FT/40,FTA/40,FT%,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,FGM/100Poss,FGA/100Poss,2FGM/100Poss,2FGA/100Poss,3FGM/100Poss,3FGA/100Poss,FT/100Poss,FTA/100Poss,TRB/100Poss,AST/100Poss,STL/100Poss,BLK/100Poss,TOV/100Poss,PF/100Poss,PTS/100Poss,FGA/100Poss,# Dunks,Dunk vs Rim Shot Percentage,% Dunks Unassisted,Dunks per Minute Played,Unassisted Shots @ Rim /100Poss,% Shots @ Rim,FG% @ Rim,%Astd @ Rim,% Shots @ Mid,FG% @ Mid,%Astd @ Mid,% Shots @ 3,%Astd @ 3,% Assisted,AAU Season,AAU Team,AAU League,AAU GP,AAU GS,AAU MIN,AAU PTS,AAU FGM,AAU FGA,AAU FG%,AAU 3PM,AAU 3PA,AAU_3P,AAU FTM,AAU FTA,AAU FT%,AAU ORB,AAU DRB,AAU TRB,AAU AST,AAU STL,AAU BLK,AAU TOV,AAU PF,Event Year,Event Name,Event GP,Event MIN,Event PTS,Event FGM,Event FGA,Event FG%,Event 3PM,Event 3PA,Event 3P%,Event FTM,Event FTA,Event FT%,Event TRB,Event AST,Event STL,Event BLK,Event TOV,Event PF,Event Placement,Finishing Score,Shooting Score,Shot Creation Score,Passing Score,Rebounding Score,Athleticism Score,Defense Score,College Productivity Score,Percentile Score,Box Score Creation,Rim Shot Creation,Helio Score,Draft Score
265,92174,2021-22,Francisco Caffaro,C,PF,Post Up,85,242.0,Virginia,ACC,21.0,14.0,6.6,3.0,"May 19, 2000",22.12,120.0,35,16,618,13.0,0.55,0.524,0.0,0.648,158.0,11.6,21.7,16.8,2.6,0.8,2.2,1.1733333333333333,18.9,0.181,16.0,19.324,0.7,0.9,1.6,0.105,-2.0,0.4,-1.6,0.25,104.5,100.5,0.077,-4.94,3.6,6.8,0.524,3.6,6.8,0.524,0.0,0.0,,0,,2.7,4.4,0.603,10.5,0.5,0.5,0.7,2.1,5.1,9.8,5.9,11.3,5.9,11.3,0.0,0.0,4.4,7.3,17.5,0.9,0.8,1.2,3.5,8.5,16.3,11.3,15.0,19.72,6.795985280000001,0.024271844660194174,3.8942512000000007,72.4,55.3,52.4,27.6,44.8,53.8,0.0,0.0,52.7864,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,U19 World Cup,28,21:10,8.1,2.8,6.2,.448,0.0,0.0,.000,2.5,4.6,.546,5.9,0.5,0.3,0.5,1.1,3.0,11th,0.39375,0.325,0.24375,0.075,0.7625,0.7532467532467533,0.23125,0.075,35.699999999999996,0.89,47.176,0.6691876573783895,0.4369776709638969
653,140102,2021-22,Samson Johnson,PF,C,Energy,82,205.0,UConn,Big East,10.0,2.0,6.88,1.0,"Jul 28, 2002",19.92,57.0,13,0,68,15.6,0.58,0.583,0.278,0.111,20.0,13.1,9.8,11.5,0.0,0.9,4.7,1.5107142857142855,9.5,0.096,15.3,18.801,0.2,0.1,0.3,0.152,-2.8,0.6,-2.2,0.0,121.8,99.8,0.028,-2.99,5.9,10.6,0.556,5.3,7.6,0.692,0.6,2.9,0.2,0.125,0.23263598326359836,0.6,1.2,0.5,8.2,0.0,0.6,1.8,1.2,8.8,12.9,8.8,15.8,7.9,11.4,0.9,4.4,0.9,1.8,12.3,0.0,0.9,2.6,1.8,13.2,19.4,15.8,3.0,27.25,9.507007250000001,0.04411764705882353,5.5123198,61.1,63.6,42.9,11.1,100.0,100.0,27.8,100.0,65.1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36875,0.9125,0.0125,0.15,0.1375,0.12987012987012986,0.325,0.25625,28.7,0.571,57.434,0.4916566406659425,0.29218895547529505
56,163380,2021-22,Riley Mulvey,PF,C,Connector,83,245.0,Iowa,Big Ten,15.0,2.0,6.87,1.0,,,213.0,17,0,83,9.1,0.576,0.5,0.167,0.333,17.0,5.3,14.7,9.9,3.6,0.0,6.3,0.0,22.3,0.201,10.5,13.418,0.1,0.1,0.2,0.08,-3.6,0.9,-2.7,0.5,106.3,103.9,0.014,-3.13,2.9,5.8,0.5,2.9,4.8,0.6,0.0,1.0,0.0,0.0,0.0,1.9,1.9,1.0,7.2,1.0,0.0,2.4,1.9,5.8,7.7,4.1,8.2,4.1,6.9,0.0,1.4,2.7,2.7,10.3,1.4,0.0,3.4,2.7,8.2,11.0,8.2,3.0,37.37,8.300288069999999,0.03614457831325301,1.8213101999999994,66.7,75.0,66.7,16.7,0.0,0.0,16.7,0.0,44.4889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925,0.1,0.35,0.3625,0.05,0.025974025974025976,0.0375,0.0875,24.2,0.391,53.547,,
388,88986,2021-22,Shareef O'Neal,PF,C,Connector,82,220.0,LSU,SEC,6.0,8.0,8.3,3.0,"Jan 11, 2000",22.47,,14,0,129,9.0,0.511,0.516,0.219,0.469,38.0,9.6,16.5,13.1,1.5,0.9,5.4,1.542857142857143,26.4,0.256,20.0,24.251,-0.1,0.3,0.2,0.066,-4.5,1.6,-2.9,0.07,84.6,93.1,0.049,-10.2,5.0,9.9,0.5,4.7,7.8,0.6,0.3,2.2,0.143,0.081,0.17302209944751382,2.2,4.7,0.467,9.3,0.3,0.6,1.6,4.3,6.2,12.4,7.0,14.1,6.6,11.0,0.4,3.1,3.1,6.6,13.2,0.4,0.9,2.2,6.2,8.8,17.6,14.1,,,,,4.40625,62.5,70.0,50.0,15.6,20.0,0.0,21.9,100.0,53.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.775,0.16875,0.325,0.0125,0.3625,,0.6125,0.1625,,1.044,58.97,0.5820843492311046,
30,122466,2021-22,Ralph Agee,C,PF,Short Roll,80,245.0,Rutgers,Big Ten,11.0,6.0,6.81,4.0,,,,17,0,123,9.3,0.505,0.462,0.0,0.538,34.0,8.6,8.5,8.6,6.0,1.0,1.9,1.310344827586207,21.6,0.197,17.9,22.794,0.0,0.1,0.2,0.049,-3.4,0.0,-3.3,0.44,93.8,106.5,0.037,-5.2,3.9,8.5,0.462,3.9,8.5,0.462,0.0,0.0,,0,,2.9,4.6,0.643,5.9,1.3,0.7,0.7,2.9,4.2,10.7,6.0,12.9,6.0,12.9,0.0,0.0,4.5,6.9,8.9,2.0,1.0,1.0,4.5,6.4,16.4,12.9,0.0,0.0,0.0,0.0,0.0,53.8,71.4,100.0,46.2,16.7,50.0,0.0,0.0,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.70625,0.05,0.2625,0.1875,0.025,0.07792207792207792,0.075,0.05,17.9,1.2,43.598,,
289,117439,2021-22,John Bol Ajak,PF,C,Playmaker,82,216.0,Syracuse,ACC,6.0,6.0,7.82,2.0,,,,12,0,61,3.6,0.314,0.286,0.143,0.286,8.0,3.7,21.2,12.6,12.7,0.0,2.1,0.0,27.4,0.202,9.1,14.348,0.0,0.0,0.0,0.0,-4.9,0.8,-4.0,1.67,78.8,110.1,0.021,0.54,1.3,4.6,0.286,1.3,3.9,0.333,0.0,0.7,0.0,0.0,0.0,0.7,1.3,0.5,9.2,3.3,0.0,0.7,2.0,5.2,3.3,1.9,6.7,1.9,5.7,0.0,1.0,1.0,1.9,13.4,4.8,0.0,1.0,2.9,7.7,4.8,6.7,0.0,0.0,0.0,0.0,0.0,42.9,33.3,100.0,42.9,33.3,100.0,14.3,0.0,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0125,0.075,0.0375,0.975,0.23125,0.012987012987012988,0.0125,0.1,18.2,0.437,19.971,,
748,149102,2021-22,Lawson Lovering,C,PF,Short Roll,85,225.0,Colorado,Pac-12,12.0,6.0,6.15,1.0,"May 9, 2003",19.14,64.0,18,0,193,2.4,0.33,0.302,0.0,0.419,42.0,6.9,14.0,10.6,10.4,2.1,1.7,1.8789473684210527,24.8,0.219,18.2,23.75,-0.4,0.3,0.0,-0.009,-7.5,2.1,-5.4,0.65,68.6,98.2,0.054,-5.1,2.7,8.9,0.302,2.7,8.9,0.302,0.0,0.0,,0,,1.7,3.7,0.444,7.3,2.3,1.5,0.6,3.5,6.8,7.0,3.9,13.0,3.9,13.0,0.0,0.0,2.4,5.5,10.6,3.3,2.1,0.9,5.2,10.0,10.3,13.0,3.0,9.39,1.0758686400000004,0.015544041450777202,1.4894880000000006,74.4,40.6,84.6,25.6,0.0,0.0,0.0,0.0,62.942400000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36875,0.0125,0.66875,0.5375,0.0875,0.15584415584415584,0.54375,0.0125,29.799999999999997,0.916,32.771,1.2073578403484673,0.4022742131625484
758,103927,2021-22,Isaac Johnson,PF,C,Scorer,84,235.0,Oregon,Pac-12,9.0,5.0,8.05,1.0,,,74.0,14,0,76,12.2,0.605,0.609,0.043,0.391,30.0,6.1,17.9,12.0,8.2,0.0,0.0,0.0,22.7,0.205,23.6,30.3,0.1,0.1,0.2,0.084,-5.9,-1.2,-7.1,0.38,99.9,105.4,0.045,-8.2,7.4,12.1,0.609,7.4,11.6,0.636,0.0,0.5,0.0,0.0,0.0,2.6,4.7,0.556,8.4,1.6,0.0,0.0,4.2,10.0,17.4,10.8,17.7,10.8,16.9,0.0,0.8,3.8,6.9,12.3,2.3,0.0,0.0,6.2,14.6,25.4,17.7,3.0,25.0,3.5626499999999997,0.039473684210526314,2.5223562,52.2,91.7,72.7,43.5,30.0,66.7,4.3,0.0,66.96390000000001,2018-19,Exum Elite,Gold Gauntlet 17U,4.0,4.0,26.3,13.0,5.25,9.5,0.553,0.5,1.75,0.286,2.0,2.75,0.727,1.25,4.5,5.75,1.0,0.25,1.25,2.25,2.0,,,,,,,,,,,,,,,,,,,,,,0.8375,0.0375,0.39375,0.175,0.175,0.03896103896103896,0.025,0.15,22.900000000000002,2.292,65.718,,
348,132628,2021-22,Walker Kessler,C,,Play Finisher,85,245.0,Auburn,SEC,28.0,6.0,8.17,2.0,"Jul 26, 2001",20.93,22.0,34,34,871,31.4,0.627,0.627,0.187,0.332,360.0,10.9,22.2,16.6,6.9,2.4,19.1,4.264186046511628,10.7,0.096,19.0,24.993,2.8,2.7,5.5,0.254,6.2,8.0,14.1,0.81,126.0,83.0,0.205,-1.88,7.5,12.3,0.608,7.0,10.0,0.702,0.5,2.3,0.2,0.111,0.19328165374677003,2.4,4.1,0.596,12.6,1.4,1.7,7.1,1.7,4.0,17.9,10.5,17.3,9.9,14.0,0.6,3.2,3.4,5.7,17.6,1.9,2.4,10.0,2.4,5.7,25.1,17.3,79.0,42.75,9.8226675,0.09070034443168772,3.975021,69.0,77.8,66.7,12.3,27.3,77.8,18.7,90.0,72.42240000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8857142857142857,0.6086956521739131,0.5142857142857142,0.8076923076923077,0.782051282051282,0.8985507246376812,1.0,0.9487179487179487,80.60000000000001,1.903,61.81,1.9591016515211128,0.6683583844545176
10,117422,2021-22,Oscar Tshiebwe,C,,Rebounder,81,260.0,Kentucky,SEC,26.0,8.0,8.02,2.0,"Nov 27, 1999",22.59,31.0,34,34,1083,35.0,0.626,0.606,0.0,0.42,578.0,19.5,34.6,27.2,6.2,3.2,5.4,4.018604651162791,12.1,0.111,24.1,31.618,4.9,3.2,8.0,0.297,9.5,3.8,13.3,0.55,128.4,85.0,0.266,-3.84,8.8,14.5,0.606,8.8,14.5,0.606,0.0,0.0,,0,,4.2,6.1,0.691,19.1,1.3,2.2,2.0,2.4,3.3,21.8,12.7,21.0,12.7,21.0,0.0,0.0,6.1,8.8,27.5,1.9,3.2,2.9,3.5,4.7,31.5,21.0,51.0,23.12,6.08092992,0.04709141274238227,5.523336,56.2,77.4,53.2,43.8,39.0,59.7,0.0,0.0,56.047,2018-19,ITPS Wildcats,Gold Gauntlet 17U,2.0,2.0,26.0,16.5,6.0,11.0,0.545,0.0,0.0,0.0,4.5,8.0,0.563,5.0,2.5,7.5,1.0,0.5,0.0,1.5,1.5,2017.0,adidas Nations,5,21:48,9.8,3.6,6.0,.600,0.0,0.0,.000,2.6,3.2,.812,6.8,0.6,0.6,0.2,0.6,1.6,4th,0.7142857142857143,0.4927536231884058,0.9142857142857143,0.5,1.0,1.0,0.9871794871794872,0.9230769230769231,81.6,2.547,66.091,1.3607058483812378,0.6542648539982893
127,133800,2021-22,Zach Edey,C,,Primary,88,285.0,Purdue,Big Ten,29.0,8.0,8.23,2.0,"Mar 14, 2002",20.3,,37,33,703,40.9,0.655,0.648,0.0,0.537,492.0,21.3,26.7,24.2,16.1,0.8,7.4,1.4439024390243902,13.6,0.121,34.4,45.642,4.2,1.3,5.4,0.31,11.0,2.2,13.1,0.69,126.9,96.8,0.248,-5.08,11.9,18.4,0.648,11.9,18.4,0.648,0.0,0.0,,0,,6.4,9.9,0.649,16.2,2.5,0.5,2.6,3.6,4.2,30.3,17.9,27.6,17.9,27.6,0.0,0.0,9.6,14.8,24.3,3.8,0.8,3.9,5.5,6.3,45.5,27.6,57.0,29.13,6.4150086,0.08108108108108109,6.078072,60.5,77.0,63.6,39.5,46.1,64.4,0.0,0.0,63.916000000000004,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,U19 World Cup,7,23:40,15.1,6.0,10.7,.560,0.0,0.0,.000,3.1,5.9,.537,14.1,0.6,0.1,2.3,1.6,1.1,Bronze,0.7642857142857142,0.7391304347826086,0.9,0.6410256410256411,0.9871794871794872,0.7463768115942029,0.46153846153846156,0.9615384615384616,77.5,4.448,67.089,6.021382735899746,
181,132629,2021-22,Mark Williams,C,,Play Finisher,85,242.0,Duke,ACC,32.0,7.0,7.26,2.0,"Dec 16, 2001",20.54,28.0,39,39,922,33.1,0.726,0.721,0.004,0.291,407.0,13.2,21.2,17.5,7.1,1.2,11.4,2.1714285714285713,10.7,0.094,18.6,24.534,4.3,2.0,6.3,0.271,7.8,4.8,12.5,0.97,142.0,93.2,0.195,-1.39,8.3,11.5,0.721,8.3,11.5,0.723,0.0,0.0,0.0,0.0,0.0,2.4,3.3,0.727,12.5,1.5,0.8,4.8,1.6,3.5,19.0,12.2,16.9,12.2,16.8,0.0,0.1,3.6,4.9,18.4,2.2,1.2,7.0,2.3,5.1,27.9,16.9,96.0,43.42,10.61019804,0.10412147505422993,4.1297178,83.4,78.7,70.7,16.2,39.5,82.4,0.4,0.0,72.31260000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9714285714285714,0.5652173913043478,0.6428571428571429,0.8717948717948718,0.8974358974358975,0.5507246376811594,0.7692307692307693,0.8910256410256411,77.0,2.138,63.217,2.3121649111354308,0.6933084201894331
655,134681,2021-22,Ryan Kalkbrenner,C,,Rebounder,85,255.0,Creighton,Big East,23.0,11.0,8.54,2.0,"Jan 17, 2002",20.45,134.0,34,34,1001,29.0,0.674,0.651,0.045,0.481,440.0,16.0,12.8,14.3,6.7,0.9,8.5,1.627659574468085,12.5,0.114,19.4,24.597,4.0,1.9,5.9,0.237,7.3,3.6,11.0,0.66,132.8,96.2,0.233,-2.66,6.9,10.7,0.646,6.8,10.2,0.664,0.1,0.5,0.25,0.048,0.07627118644067797,3.8,5.2,0.736,10.4,1.2,0.6,3.6,1.9,1.9,17.7,10.1,15.7,10.0,15.0,0.2,0.7,5.6,7.6,15.3,1.8,0.9,5.2,2.8,2.8,26.0,15.7,73.0,34.95,8.559954000000003,0.07292707292707293,3.845244,78.0,74.6,68.6,17.5,29.8,42.9,4.5,100.0,65.5155,2018-19,Louisville Magic,Gold Gauntlet 17U,2.0,2.0,22.5,7.0,2.5,6.0,0.417,0.0,0.0,0.0,2.0,3.0,0.667,0.0,5.5,5.5,0.0,0.0,0.5,1.5,1.0,2021.0,U19 World Cup,7,10:58,5.9,2.6,4.1,.621,0.0,0.0,.000,0.7,1.0,.714,4.0,0.6,0.0,1.3,0.1,1.0,Gold,0.9071428571428571,0.7536231884057971,0.7,0.6282051282051282,0.5384615384615384,0.6521739130434783,0.5641025641025641,0.9743589743589743,71.5,1.962,59.466,2.2351667153471966,0.6685047718047202
57,117339,2021-22,Hunter Dickinson,C,,Primary,85,260.0,Michigan,Big Ten,18.0,14.0,11.02,2.0,"Nov 25, 2000",21.59,43.0,32,32,1034,28.8,0.617,0.588,0.15,0.272,556.0,9.1,22.6,16.1,16.0,0.9,5.0,1.5254237288135593,11.9,0.099,27.4,37.413,4.2,1.4,5.6,0.218,7.8,2.9,10.7,1.12,122.2,101.4,0.362,-1.61,9.3,16.5,0.563,8.5,14.0,0.605,0.8,2.5,0.328,0.181,0.20585774058577408,3.6,4.5,0.802,10.6,2.8,0.6,1.9,2.5,3.4,23.0,13.8,24.4,12.6,20.8,1.2,3.7,5.3,6.7,15.7,4.2,0.9,2.8,3.7,5.0,34.1,24.4,40.0,30.95,4.52950155,0.03868471953578337,3.5709155999999997,30.3,73.0,51.7,54.2,52.8,48.7,15.4,95.2,56.72130000000001,2018-19,Team Takeover,Nike 17U,10.0,6.0,15.9,8.2,3.6,7.1,0.507,0.0,0.3,0.0,1.0,1.6,0.625,0.0,5.1,5.1,1.5,0.7,0.7,1.7,1.8,2018.0,U18 Americas Championship,-,-:-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gold,0.37142857142857144,1.0,0.8571428571428571,0.9358974358974359,0.7307692307692307,0.5072463768115942,0.3333333333333333,1.0,71.7,4.496,59.111,4.337284754652317,0.8138222372011437
707,131565,2021-22,Christian Koloko,C,,Play Finisher,85,230.0,Arizona,Pac-12,33.0,4.0,6.84,3.0,"Jun 20, 2000",22.03,187.0,37,37,941,28.0,0.661,0.635,0.01,0.472,437.0,12.1,18.0,15.4,9.8,1.6,10.3,2.7697478991596642,14.3,0.123,20.7,27.588,3.4,2.4,5.9,0.25,5.2,5.3,10.5,0.86,127.3,88.6,0.209,-2.5,7.8,12.2,0.635,7.8,12.1,0.642,0.0,0.1,0.0,0.0,0.0,4.3,5.8,0.735,11.5,2.2,1.2,4.3,2.5,4.4,19.8,10.7,16.8,10.7,16.7,0.0,0.2,5.8,7.9,15.8,3.0,1.6,6.0,3.4,6.0,27.2,16.8,84.0,43.68,7.579790400000002,0.08926673751328375,2.915304000000001,67.0,74.1,74.1,31.9,43.5,57.5,1.0,0.0,67.98949999999999,2018-19,Oakland Soldiers,Nike 17U,10.0,4.0,12.7,6.8,2.5,4.5,0.556,0.0,0.2,0.0,1.6,3.3,0.485,0.0,5.8,5.8,0.7,0.4,2.8,0.7,3.3,,,,,,,,,,,,,,,,,,,,,,0.8214285714285714,0.6956521739130435,0.8857142857142857,0.8589743589743589,0.6282051282051282,0.8115942028985508,0.9358974358974359,0.8333333333333334,80.9,2.324,56.47,1.8007342955119705,0.6529651494729591
154,117424,2021-22,Kofi Cockburn,C,,Rebounder,84,290.0,Illinois,Big Ten,20.0,8.0,9.48,3.0,"Sep 1, 1999",22.83,46.0,28,28,859,32.1,0.613,0.593,0.0,0.533,511.0,12.8,25.6,19.4,6.6,1.6,3.0,2.0869565217391304,12.0,0.112,32.0,40.275,3.5,1.8,5.3,0.247,7.4,2.0,9.3,0.34,118.6,94.2,0.336,-5.95,10.5,17.7,0.593,10.5,17.7,0.593,0.0,0.0,,0,,6.2,9.5,0.655,13.8,1.0,1.1,1.3,3.0,3.1,27.2,15.5,26.1,15.5,26.1,0.0,0.0,9.1,13.9,20.3,1.5,1.6,1.9,4.5,4.6,40.1,26.1,52.0,21.61,3.76176075,0.06053550640279395,4.5433575,63.3,69.3,72.5,36.7,42.1,64.4,0.0,0.0,69.5273,2018-19,Renaissance,Nike 17U,9.0,9.0,18.8,15.89,6.33,11.89,0.533,0.0,0.22,0.0,3.22,5.11,0.63,0.0,9.89,9.89,1.22,0.56,0.67,1.67,2.11,,,,,,,,,,,,,,,,,,,,,,0.6142857142857143,0.5797101449275363,0.9285714285714286,0.23076923076923078,0.9230769230769231,0.7681159420289855,0.7435897435897436,0.9871794871794872,72.2,3.404,59.26,2.133899217570774,0.6815069016895834
356,132158,2021-22,Colin Castleton,C,,Short Roll,83,240.0,Florida,SEC,16.0,12.0,7.84,4.0,"May 25, 2000",22.1,128.0,28,28,859,28.8,0.583,0.546,0.029,0.492,434.0,11.6,23.3,17.3,12.5,1.7,7.8,2.791578947368421,13.6,0.122,26.9,35.331,2.8,1.7,4.5,0.208,5.7,2.9,8.6,0.7,115.6,95.4,0.308,-3.82,8.0,14.7,0.546,8.0,14.2,0.562,0.0,0.4,0.0,0.0,0.0,5.1,7.2,0.703,11.8,2.0,1.1,2.9,2.8,2.6,21.1,12.0,22.0,12.0,21.3,0.0,0.6,7.6,10.8,17.6,3.0,1.7,4.3,4.3,3.9,31.6,22.0,32.0,18.07,4.815203250000001,0.037252619324796274,5.86245,56.1,67.0,52.5,41.1,41.9,31.5,2.9,0.0,42.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3142857142857143,0.5942028985507246,1.0,0.6794871794871795,0.8653846153846154,0.9855072463768116,0.8461538461538461,0.8525641025641025,76.7,2.837,59.556,1.9741207670411263,0.6814295936162712
711,120510,2021-22,Oumar Ballo,C,,Play Finisher,84,260.0,Arizona,Pac-12,33.0,4.0,6.84,1.0,"Jul 13, 2002",19.96,78.0,37,0,564,24.1,0.649,0.622,0.0,0.655,239.0,12.4,18.0,15.5,6.3,1.3,7.4,2.2114942528735635,14.5,0.13,19.1,24.616,1.8,1.3,3.2,0.224,4.0,3.8,7.7,0.64,125.8,91.0,0.101,-3.18,6.5,10.5,0.622,6.5,10.5,0.622,0.0,0.0,,0,,4.8,6.9,0.701,11.6,1.5,0.9,3.1,2.3,4.3,17.9,9.0,14.4,9.0,14.4,0.0,0.0,6.6,9.5,15.9,2.0,1.3,4.3,3.2,5.9,24.6,14.4,31.0,30.08,6.343511039999998,0.0549645390070922,3.0367871999999996,69.6,73.8,69.7,30.4,35.6,50.0,0.0,0.0,63.711200000000005,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,U19 World Cup,27,27:21,14.4,5.7,11.0,.517,0.0,0.2,.167,3.0,5.9,.506,10.6,1.9,1.0,2.2,1.9,1.7,13th,0.8428571428571429,0.4492753623188406,0.7714285714285715,0.6666666666666666,0.6474358974358975,0.8768115942028986,0.8205128205128205,0.7692307692307693,73.1,1.868,56.394,2.0870148033896174,0.6458348750837019
284,151698,2021-22,Jesse Edwards,C,,Play Finisher,83,230.0,Syracuse,ACC,13.0,11.0,7.82,3.0,"Mar 18, 2000",22.28,198.0,24,24,673,27.5,0.68,0.695,0.0,0.622,272.0,9.9,15.5,12.7,7.3,2.3,12.5,3.885135135135135,12.4,0.11,18.2,23.721,2.4,0.8,3.3,0.194,3.9,3.6,7.4,0.83,131.3,102.7,0.209,-1.98,6.8,9.7,0.695,6.8,9.7,0.695,0.0,0.0,,0,,3.6,6.1,0.598,9.3,1.5,1.6,4.0,1.8,5.3,17.2,9.9,14.2,9.9,14.2,0.0,0.0,5.3,8.9,13.5,2.2,2.3,5.8,2.6,7.8,25.1,14.2,42.0,31.69,6.43307,0.06240713224368499,2.8826,81.2,73.6,75.0,18.8,44.8,61.5,0.0,0.0,72.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9071428571428571,0.6231884057971014,0.7285714285714285,0.8205128205128205,0.4230769230769231,0.9565217391304348,0.6923076923076923,0.8012820512820513,74.4,1.895,56.171,1.2564416068922704,0.5897930976796892
1009,161518,2021-22,Johni Broome,C,,Short Roll,82,235.0,Morehead State,OVC,23.0,11.0,-3.43,2,"Jul 19, 2002",19.95,400.0,34,34,962,32.6,0.569,0.555,0.011,0.3,519.0,14.1,28.1,21.5,11.1,1.5,13.9,2.707792207792208,13.9,0.126,31.6,40.474,2.6,2.9,5.6,0.232,3.8,3.6,7.4,0.51,109.1,84.1,0.328,-5.78,10.1,18.3,0.555,10.1,18.1,0.561,0.0,0.2,0.0,0.0,0.0,3.5,5.5,0.636,14.9,1.7,1.0,5.4,3.4,3.5,23.8,15.2,27.5,15.2,27.2,0.0,0.3,5.2,8.2,22.4,2.6,1.5,8.2,5.1,5.2,35.7,27.5,38.0,14.61,3.1774996800000004,0.0395010395010395,5.98092,59.1,67.6,63.2,39.7,38.2,50.8,1.2,0.0,57.5188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4714285714285714,0.4782608695652174,0.9857142857142858,0.46153846153846156,0.9615384615384616,0.7463768115942029,0.9487179487179487,0.6666666666666666,71.5,3.239,60.61,2.257977736534442,0.13117186437444311
754,107998,2021-22,N'Faly Dante,C,,Play Finisher,83,230.0,Oregon,Pac-12,17.0,15.0,8.05,3.0,"Oct 19, 2001",20.7,,32,27,641,24.8,0.666,0.675,0.0,0.417,256.0,12.8,23.3,18.1,7.0,2.0,5.6,2.9473684210526314,20.1,0.18,19.4,24.991,1.7,1.2,2.9,0.181,4.2,2.4,6.5,0.45,117.7,96.4,0.156,-5.37,6.9,10.2,0.675,6.9,10.2,0.675,0.0,0.0,,0,,2.5,4.2,0.588,12.7,1.4,1.4,2.1,3.1,3.6,16.2,10.0,14.9,10.0,14.9,0.0,0.0,3.7,6.2,18.5,2.0,2.0,3.0,4.5,5.3,23.7,14.9,,,,,5.957615999999999,81.6,75.2,51.0,18.4,33.3,20.0,0.0,0.0,45.296,2018-19,MoKan Elite,Nike 17U,10.0,8.0,11.3,15.3,6.6,10.4,0.635,0.0,0.0,0.0,2.1,3.0,0.7,0.0,9.8,9.8,0.5,0.7,1.9,2.0,3.3,2016.0,U17 World Cup,6,09:10,2.8,1.3,3.2,.421,0.0,0.0,.000,0.2,1.0,.167,4.3,0.3,0.5,1.2,0.3,1.8,15th,0.9357142857142857,0.30434782608695654,0.9714285714285714,0.4230769230769231,0.9102564102564102,,0.8333333333333334,0.8205128205128205,,1.907,65.684,1.8188397998974564,
